Week,Open.Price,High.Price,Low.Price,Close.Price,Average.No.of.Shares,No..of.Trades,Total.Turnover..Rs..,Spread.High.Low,Spread.Close.Open,WAP
160,383.67,387.18,375.45,379.32,58096,1025,22211092,11.73,-4.35,382.32
161,366.87,371.72,358.19,365.91,100320,1549.4,36354490,13.53,-0.96,362.39
162,350.27,356.76,343.36,349.48,37670,889.4,13070717.8,13.4,-0.79,346.98
163,367.25,376.19,363.45,372.61,83577,1006,30891828,12.74,5.36,369.62
164,385.61,391.71,378.63,384.08,84668,1364.4,32817211.2,13.08,-1.53,387.6
165,381.85,385.7,375.38,379.6,139463,916.8,53083635.4,10.32,-2.25,380.63
166,377.2,380.24,372.9,375.35,101682,890.4,38177882.4,7.34,-1.85,375.46
167,378.35,384.85,372.6,379.5,40665,790.6,15439154.8,12.25,1.15,379.67
168,385.96,388.87,375.46,378.96,127610,835.2,48447521.6,13.41,-7,379.65
169,368.98,378.52,358.21,371.41,145854,1148.4,53961259,20.31,2.43,369.97
170,337.6,362.54,312.43,342.88,99420,1623.4,33562054.8,50.11,5.28,337.58
171,373.97,376.4,362.87,370.45,52353,968.4,19346250.8,13.53,-3.52,369.53
172,361.05,366.13,348.29,353.39,50303,1178,17794435.6,17.84,-7.66,353.75
173,367.52,378.11,360.44,366.39,163559,2027.2,61634535.4,17.67,-1.13,376.83
174,369,372.2,363.39,369.12,162545,1874,59422356.8,8.81,0.12,365.57
175,375.31,381.3,365.24,373.41,163763,2065.4,60155774.6,16.06,-1.9,367.33
176,370.18,371.75,364.3,368.99,153180,1454,56081552.2,7.45,-1.19,366.12
177,362.53,368.97,356.24,366.42,103905,1253.2,37627882,12.73,3.89,362.14
178,368.27,370.68,362.45,365.71,202504,690,74019891.4,8.23,-2.56,365.52
179,369.86,372.85,366.04,368.96,76854,1291,28386306.6,6.81,-0.9,369.35
180,372.93,377.43,368.73,373.44,121374,1582.6,45336495.2,8.7,0.51,373.53
181,368.7,371.89,364.43,367.72,71737,978.6,26347244.2,7.46,-0.98,367.28
182,370.69,373.77,366.79,370.37,325208,696.6,119201129.6,6.98,-0.32,366.54
183,363.38,364.71,359.96,360.89,63808,351.4,23156806.2,4.75,-2.49,362.91
184,370.37,376.06,365.55,372.58,35548,841,13261750.2,10.51,2.21,373.07
185,370.66,372.67,366.59,369.52,17772,428,6561839.6,6.08,-1.14,369.22
186,383.29,392.28,376.7,384.86,261381,2931,101085976,15.58,1.57,386.74
187,393.61,399.39,388.38,394.33,151097,2277.4,59909327,11.01,0.72,396.5
188,408.03,413.03,399.99,407.44,238544,2684.2,97093816,13.04,-0.59,407.03
189,405.05,409.44,400.14,404.05,159956,1996.8,64886393,9.3,-1,405.65
190,413.63,416.93,406.55,411.72,115554,1460.6,47649155.8,10.38,-1.91,412.35
191,405.55,408.94,401.31,404.98,61609,671.8,25028179,7.63,-0.57,406.24
192,410.53,413.9,406,409.61,76238,1133.8,31291751.2,7.9,-0.92,410.45
193,415.67,419.7,412,415.42,174450,1724.6,72715243.4,7.7,-0.25,416.83
194,427.17,434.05,423.9,431.21,231094,1509.2,98391922.8,10.15,4.04,425.77
195,465.41,475.01,462.05,470.26,107666,1893.6,50351595.2,12.96,4.85,467.66
196,483,487.76,477.78,482.81,151911,1838.2,73238408.4,9.98,-0.19,482.11
197,492.05,498.74,486.78,491.86,80886,1286.4,39891504.6,11.96,-0.19,493.18
198,484.89,489.38,476.11,480.15,156717,1477.6,75853461,13.27,-4.74,484.02
199,476.54,479.03,470.06,473.02,163085,1419.8,77265404.8,8.97,-3.52,473.77
200,490.15,495.15,482.49,488.77,109055,1697.6,53500459.6,12.66,-1.38,490.58
201,504.01,510.49,499.73,505.74,48818,977.6,24667270.2,10.76,1.73,505.29
202,517.52,525,508.48,516.57,48112,939.4,24776012.8,16.52,-0.95,514.97
203,490.8,497.93,477.01,485.17,89153,1352.8,43962352.2,20.92,-5.63,493.11
204,507,520.37,500.47,513.18,97735,1790.8,49864394.8,19.9,6.18,510.2
205,514.07,530.27,503.77,517.99,280113,2707.2,144023122.6,26.5,3.92,514.16
206,561.48,572.14,551.65,563.57,105491,1741.4,59024213.2,20.49,2.09,559.52
207,574.11,581.17,565.58,574.57,73189,1234.6,42156072,15.59,0.46,575.99
208,566.01,571.48,559.34,562.79,108226,1067.6,61377593,12.14,-3.22,567.12
209,564.9,569.4,558.12,565.13,157787,975.8,88605571.6,11.28,0.23,561.55
210,579.38,587.7,573.69,580.51,116790,1568.6,67960111.2,14.01,1.13,581.9
211,608.09,620.88,603.06,611.89,2422271,2055,1489237985,17.82,3.8,614.81
212,589.43,595.74,582.2,585.94,123644,468.2,71976610.6,13.54,-3.49,582.13
213,550.29,553.84,533.38,539.18,80509,575,43142982,20.46,-11.11,535.88
214,540.7,547.99,534.65,543.53,38663,369.4,20845844.2,13.34,2.83,539.17
215,553.73,563.78,544.27,552.52,162032,408.4,89423000,19.51,-1.21,551.88
216,550.48,552.71,535.96,541.85,146031,989.8,78633194.4,16.75,-8.63,538.47
217,541.88,547.34,533.74,541.72,35171,418.4,18987793.4,13.6,-0.16,539.87
218,540.38,542.07,532.01,537.82,52923,253.2,28441887.4,10.06,-2.56,537.42
219,539.72,547.28,536.26,541.19,42197,352.6,22814054.4,11.02,1.47,540.66
220,535.21,538.81,529.86,534.69,51554,300.8,27518192,8.95,-0.52,533.77
221,540.99,546.38,534.61,541.19,38900,280.6,20969941.4,11.77,0.2,539.07
222,537.94,542.74,528.9,539.22,92154,308,49673480,13.84,1.28,539.03
223,541.22,547.24,536.9,542.47,91761,225.2,50064349.2,10.34,1.25,545.6
224,580.48,591.56,569.42,582.18,58099,623.6,33771879.2,22.14,1.7,581.28
225,592.05,597.59,588.44,594.52,393376,485.4,233888704.6,9.15,2.47,594.57
226,589.65,597.9,581.28,588.02,59117,561.8,34824904.8,16.62,-1.63,589.08
227,608.27,623.38,600.38,614.84,2980644,1292.4,1882824794,23,6.57,631.68
228,641.7,654.03,637.33,646.55,275870,942.2,177867317,16.7,4.85,644.75
229,648.02,653.04,634.14,640.86,259274,1017,166406987.8,18.9,-7.16,641.82
230,642.58,655.26,636.48,648.22,155280,765.4,103861555,18.78,5.64,668.87
231,682.06,697.05,656.63,681.47,145693,1569.6,101178012.2,40.42,-0.59,694.46
232,673.08,679.85,663.93,669.57,287916,676.6,194377645.8,15.92,-3.51,675.12
233,663.93,674.56,651.54,655.98,108005,613.2,71333135.4,23.02,-7.95,660.46
234,658.6,664.38,642.63,656.3,66840,433.8,43470052,21.75,-2.3,650.36
235,645.47,650.74,634.93,641.9,69685,548.8,44588845.8,15.81,-3.57,639.86
236,644.34,649.14,634.23,641.33,29981,384.4,19190443.8,14.91,-3.01,640.09
237,673.8,687.38,666.86,683.22,77264,748.6,52531622.2,20.52,9.42,679.9
238,710.45,721.67,695.02,709.08,84519,1140.8,60454637.2,26.65,-1.37,715.28
239,682.71,695.07,673.47,683.63,116944,1196.4,80591678.6,21.6,0.92,689.15
240,696.87,703.6,685.27,693.75,128526,1135,89660479.2,18.33,-3.12,697.61
241,680.37,686.31,669.31,678.87,66220,909,44884630.8,17,-1.5,677.81
242,650.58,659.4,636.05,650.98,104464,1032,68321018,23.35,0.4,654.01
243,631.41,638.44,619.55,625.39,94773,748.8,59818837,18.89,-6.02,631.18
244,627.54,633.89,617.05,623.67,2255244,790.2,1415360579,16.84,-3.87,627.59
245,642.48,661.18,636.71,652.85,450056,1861.2,288535949.4,24.47,10.37,641.11
246,690.1,697.86,682.48,689.09,100020,1214,69020338.6,15.38,-1.01,690.07
247,695.78,700.35,687.78,691.3,65777,693,45520173.8,12.57,-4.48,692.04
248,693.96,702.1,681.25,690.17,70611,950,49141005,20.85,-3.79,695.94
249,690.6,699,684.69,690.69,92672,609.8,64209178.6,14.31,0.0900000000000001,692.86
250,708.12,723.38,698.22,714.06,229427,1839.4,163911122.8,25.16,5.94,714.44
251,729.8,736.9,714.06,722.98,82743,1275.8,60250668.6,22.84,-6.82,728.17
252,713.53,718.41,705.62,708.85,49138,805.4,34922783.8,12.79,-4.68,710.71
253,745.94,758.29,733.12,749.01,178854,1940.6,133736878.8,25.17,3.07,747.74
254,736.66,750.72,728.13,740.18,72482,1053.4,53699716.6,22.59,3.52,740.87
255,730.2,735.16,717.47,721.43,184216,1531.2,132978517.6,17.69,-8.77,721.86
256,745.06,757.4,732.71,742.8,138013,1405,102511780.6,24.69,-2.26,742.77
257,750.41,760.61,737.97,754.52,162214,1420.4,122115692.4,22.64,4.11,752.81
258,750.99,762.58,739.42,746.46,88006,967.2,65850821.2,23.16,-4.53,748.25
259,727.85,730.03,715.65,721.14,119613,1285.6,86296684.8,14.38,-6.71,721.47
260,737.9,748.52,729.63,744.77,167271,1190.4,124642587.2,18.89,6.87,745.15
261,756.55,762.92,746.03,754.82,2485009,818.2,1873754310,16.89,-1.73,754.02
262,766.83,773.77,752.72,764.53,140151,1003.4,107221245,21.05,-2.3,765.04
263,749.11,757.48,739.45,744.86,570202,727.4,425573623.2,18.03,-4.25,746.36
264,756.02,770,748.59,761.03,110829,900,83719899.8,21.41,5.01,755.4
265,817.98,836.95,804.19,823.53,90749,1388.8,74612054.6,32.76,5.55,822.18
266,828.69,839.06,814.1,829.97,97421,1446.6,80987021.2,24.96,1.28,831.31
267,835.52,851.59,821.3,831.37,332730,1091.6,279564082.8,30.29,-4.15,840.21
268,832.52,857.48,819.64,847.8,153897,1214.6,128196551.4,37.84,15.28,833
269,874.23,887.35,856.67,868.3,449950,834.8,390924329.6,30.68,-5.93,868.82
270,852.94,862.58,828.88,847.32,91956,925,77549015.8,33.7,-5.62,843.33
271,797.25,803.49,740.61,782.07,124724,1975.6,95901411.2,62.88,-15.18,768.91
272,753.45,774.26,741.04,752.65,53681,875.4,40507286.8,33.22,-0.8,754.59
273,738.29,749.93,706.24,727.5,93091,1256.4,66036330.8,43.69,-10.79,709.37
274,675.81,705.26,650.46,679.38,162219,1715.8,109311499.2,54.8,3.57,673.85
275,718.34,738.19,709.64,723.33,114954,1495.6,84668481.8,28.55,4.99,736.54
276,736.1,759.37,724.02,743.54,143739,1124.2,106592978.6,35.35,7.44,741.57
277,761.02,795.93,758,782.04,366738,1825.4,290275473.8,37.93,21.02,791.51
278,784.56,791.16,766.03,778.13,133439,1016.8,105811812.4,25.13,-6.43,792.96
279,729.93,735.31,711.65,718.77,112198,2043.8,80801790.6,23.66,-11.16,720.17
280,731.01,751.32,719.44,741.97,65845,1869,48761533.2,31.88,10.96,740.55
281,785.41,794.38,775.71,787.56,159740,1468.2,125314802.4,18.67,2.15,784.49
282,797.21,809,793.21,804.51,201556,1122.8,161819258.2,15.79,7.3,802.85
283,819.36,829.51,810.83,823.32,116178,948.8,97140701,18.68,3.96,836.14
284,846.9,856.88,832.81,847.69,46903,823,39609643,24.07,0.79,844.5
285,849.97,854.09,840.01,846.76,164929,711.6,141227260.6,14.08,-3.21,856.29
286,864.84,876.74,857.18,867.68,79448,1142.8,68559444.6,19.56,2.84,862.95
287,849.8,864.8,835.07,850.24,116400,1436.8,98398306.8,29.73,0.44,845.35
288,873.93,884.6,869.28,878.87,62261,952.4,54636705.6,15.32,4.94,877.54
289,887.14,904.29,878.98,893.66,123966,1699.2,111038396.8,25.31,6.52,895.72
290,932.82,940.9,909.36,920.82,69619,1272.4,64209323.8,31.54,-12,922.3
291,952.6,964.17,944.64,956.65,72715,1118.6,70025626.8,19.53,4.05,963.01
292,1008.58,1024.58,974.01,992.28,266426,3510,270495806,50.57,-16.3,1015.28
293,981.9,997.25,970.63,989.81,69409,1320.6,68923450,26.62,7.91,993
294,1011.2,1018.34,992.09,1001.07,56341,1074.2,56683868.2,26.25,-10.13,1006.09
295,1017.84,1033.97,1009.47,1022.63,104322,1402.4,107249489.6,24.5,4.79,1028.06
296,1090.25,1113.58,1073.6,1099.38,198342,2687.2,218260388.2,39.98,9.13,1100.42
297,1101.47,1117.04,1080.85,1098.17,90862,1906.6,99634044.8,36.19,-3.3,1096.54
298,1110.15,1120.92,1096.63,1102.96,88465,1060.4,97672676.8,24.29,-7.19,1104.08
299,1095.8,1105.74,1065.03,1078.57,50332,1447.2,54097973.2,40.71,-17.23,1074.82
300,1046.6,1067.38,1024.86,1048.25,77703,2046,81273312.2,42.52,1.65,1045.95
301,1030.73,1037.49,1008.88,1020.46,99751,1436,102485369.6,28.61,-10.27,1027.41
302,1065.12,1079.94,1053.89,1068.03,29756,983,31851776.8,26.05,2.91,1070.43
303,1037.46,1046.44,1018,1028.79,249322,1465.6,260158872,28.44,-8.67,1043.47
304,1058.79,1077.98,1042.09,1062.09,173972,2696.6,184751800.8,35.89,3.3,1061.96
305,1058.08,1068.81,1044.5,1054.74,55706,1190,58775290.6,24.31,-3.34,1055.1
306,1076.6,1096.13,1063.04,1082.42,156666,1781.2,168980684.2,33.09,5.82,1078.6
307,1105.07,1112.34,1086.07,1100.03,62532,1159.6,68675946,26.27,-5.04,1098.25
308,1061.11,1074.86,1041.4,1051.17,487892,1636.8,502316414.8,33.46,-9.94,1029.56
309,1012.98,1016.38,975.26,988.07,434535,1527.4,441614836,41.12,-24.91,1016.29
310,955.72,968.68,922.78,953.49,178440,2631.6,168699154.2,45.9,-2.23,945.41
311,951.11,974.35,927.65,951.08,73801,1711.4,69761342,46.7,-0.03,945.26
312,945.61,950.06,912.35,928.26,53268,1224.4,49599223.6,37.71,-17.35,931.13
313,983.4,998.58,964.08,986.16,151136,2121.6,147542325.6,34.5,2.76,976.22
314,937,951.35,921.27,930.49,368138,2102.4,343790895,30.08,-6.51,933.86
315,951.32,969.85,942.85,962.61,362560,1309.2,340360172.4,27,11.29,938.77
316,976,989.59,963.27,972.51,55620,1057,54350788,26.32,-3.49,977.18
317,982.5,1013.1,975.75,1001.93,370355,1955.4,371029958.2,37.35,19.43,1001.82
318,1021.48,1034.38,1002.48,1017.45,64453,1363.6,65700947.2,31.9,-4.03,1019.36
319,1003,1009.86,990.92,999.29,178219,1401.4,179045369.4,18.94,-3.71,1004.64
320,1021.26,1045.4,1011.4,1029.66,475766,2302.8,488085733.4,34,8.4,1025.89
321,1100.96,1115.03,1086.11,1098.02,79754,1975.4,87894198.2,28.92,-2.94,1102.07
322,1164.62,1176,1112.13,1133.61,98843,2099.4,111775315.6,63.87,-31.01,1130.84
323,1141,1148.48,1118.13,1130.42,56188,1465.8,63589932.2,30.35,-10.58,1131.74
324,1089.52,1112.31,1076.53,1094.98,73957,1013.2,81327135.6,35.78,5.46,1099.65
325,1106.4,1116.78,1092.23,1098.35,56450,1152.6,62269488.4,24.55,-8.05,1103.09
326,1098.82,1115.21,1086.79,1106.05,119515,1436.2,130580193.6,28.42,7.23,1092.58
327,1147.8,1160.1,1129.54,1145.65,73250,1216.4,83735932.4,30.56,-2.15,1143.15
328,1170.6,1196.39,1156.22,1179.72,168983,2374.4,199973064.6,40.17,9.12,1183.39
329,1215.23,1226.4,1186.66,1204.23,56212,1134,67748255.4,39.74,-11,1205.23
330,1207,1232.09,1180.51,1219.82,85555,1392.2,102566382,51.58,12.82,1198.84
331,1160.25,1184.32,1134.22,1165.01,90100,1343.6,104761067.2,50.1,4.76,1162.72
332,1142.88,1165.46,1122.39,1147.11,89317,1452.4,102027204.4,43.07,4.23,1142.3
333,1119.34,1131.12,1097.13,1114.16,110347,1368.2,121228392.8,33.99,-5.18,1098.61
334,1121.4,1132.58,1091.95,1109.05,64183,1038.6,71086091.4,40.63,-12.35,1107.55
335,1149.25,1185.79,1142.87,1167.63,82981,1475.2,96859713.6,42.92,18.38,1167.25
336,1174.87,1197.29,1163.91,1185.34,80852,894,95445603.6,33.38,10.47,1180.5
337,1208.2,1224.6,1196,1207.36,47489,994,57541716.2,28.6,-0.84,1211.69
338,1292.9,1318.98,1281.49,1310.27,100751,1890,131936930,37.49,17.37,1309.53
339,1404.38,1428.11,1359.84,1409.76,91746,1337.2,128142877.2,68.27,5.38,1396.71
340,1411.52,1428.24,1395.73,1410.51,95563,1287.6,135184598.2,32.51,-1.01,1414.61
341,1459.41,1480.16,1433.07,1460.49,84779,1945.4,123590467.8,47.09,1.08,1457.8
342,1390.6,1458.26,1328.16,1408.55,95404,1456.4,134948714.2,130.1,17.95,1414.5
343,1574.4,1599.2,1526.72,1570.16,246901,1830.6,370387521.4,72.48,-4.24,1500.15
344,1658.87,1745.24,1645.31,1700.58,44347,1340.4,75204965.2,99.93,41.71,1695.83
345,1569.48,1617.15,1513.02,1553.91,63926,1638.4,99248783.2,104.13,-15.57,1552.56
346,1678.18,1723.8,1636.89,1684.45,96583,2512.8,162864572,86.91,6.27,1686.27
347,1619.79,1637.38,1576.14,1603.18,63327,1515.4,100974683.4,61.24,-16.61,1594.5
348,1698.36,1720.17,1654.61,1681.57,73468,1597,123366540.6,65.56,-16.79,1679.19
349,1729.8,1761.37,1692.66,1720.64,75640,1485.8,129843668.2,68.71,-9.16,1716.6
350,1725.2,1748,1690.16,1721.08,78928,1345.8,136343638.6,57.84,-4.12,1727.44
351,1685.1,1705.77,1663.83,1689.17,45164,1003.2,75977979,41.94,4.07,1682.27
352,1720.4,1740.19,1691.86,1720.63,117495,948.6,200276483.8,48.33,0.23,1704.55
353,1706.22,1735.45,1681.8,1707.15,113763,1974.6,195342405,53.65,0.93,1717.1
354,1753.08,1774.51,1700.13,1731.66,165625,2108.8,291561357.8,74.38,-21.42,1760.37
355,1534,1596.59,1449.01,1515,127690,2419.6,193127307.2,147.58,-19,1512.47
356,1566.01,1608.78,1496,1563.59,109157,2327.6,169960234.4,112.78,-2.42,1557.03
357,1542.71,1569.54,1489.87,1524,288862,2121.4,433407778.4,79.67,-18.71,1500.4
358,1456.22,1494.6,1417.56,1452.29,62407,2019.2,90099904.4,77.04,-3.93,1443.75
359,1554.92,1577.9,1518.59,1553.38,28777,1354.6,44353294.8,59.31,-1.54,1541.28
360,1470.18,1501.16,1436.66,1455.09,203049,4666.6,291612047,64.5,-15.09,1436.17
361,1403.68,1409.62,1331.71,1364.8,74916,2802.2,101446894.2,77.91,-38.88,1354.14
362,1319,1358.88,1273.6,1324.55,66912,2472.4,88693906.6,85.28,5.55,1325.53
363,1261.86,1324.8,1238.24,1299.12,125713,3921.2,161048161.8,86.56,37.26,1281.08
364,1387.4,1415.4,1337.68,1381.05,148805,4594.2,207226270.4,77.72,-6.35,1392.6
365,1321.22,1343.5,1291.43,1309.67,99101,3026.6,130387143,52.07,-11.55,1315.7
366,1327.51,1360.77,1300.68,1330.06,92522,3233.2,122789044,60.09,2.55,1327.13
367,1418.71,1470.96,1383.2,1443.66,137894,5339.2,194788292.4,87.76,24.95,1412.59
368,1518,1547.03,1490.06,1523.47,82802,3560.6,125837602,56.97,5.47,1519.74
369,1525.67,1539.93,1497.78,1514.61,55221,1740.2,83484956.4,42.15,-11.06,1511.83
370,1472.19,1493.88,1459.34,1479.45,59843,1580.8,88349693.4,34.54,7.26,1476.36
371,1418.8,1428.04,1384.8,1397.85,116177,2557.8,162500873.2,43.24,-20.95,1398.74
372,1391.3,1406.8,1310.24,1334.34,74383,2024.6,99228224.2,96.56,-56.96,1334.02
373,1249.39,1264,1203.4,1232.53,75080,2718.2,91934474.2,60.6,-16.86,1224.49
374,1154.2,1179.12,1123.35,1150.76,167731,4216.6,191221309.8,55.77,-3.44,1140.05
375,1143.59,1170.7,1117.34,1138.06,222246,5366.6,256400989.6,53.36,-5.53,1153.68
376,1051.99,1066.31,1017.82,1042.74,156440,3681.4,162879440.6,48.49,-9.25,1041.16
377,994.22,1027.14,960.22,995.24,228395,4261.6,227780481.6,66.92,1.02,997.31
378,1037.21,1060.6,1005.83,1043.01,362929,7355.4,374076944,54.77,5.8,1030.72
379,980.42,1012.82,946.61,978.92,301420,10941,295064037.4,66.21,-1.5,978.91
380,1166.6,1199.46,1126.48,1154.91,341941,9956.2,394303453.4,72.98,-11.69,1153.13
381,1084.91,1120.7,1048.76,1086.52,379645,10143.4,406944493.4,71.94,1.61,1071.91
382,1217.16,1277.14,1205.5,1248.75,481088,14569.6,602186436.4,71.64,31.59,1251.72
383,1224.6,1244,1195.64,1212.83,248883,8445.8,304948271,48.36,-11.77,1225.27
384,1204.76,1239.4,1178.05,1212.39,204878,8712.2,248808428.6,61.35,7.63,1214.42
385,1257.6,1298.92,1239.47,1272.71,342201,10857.8,442881200.2,59.45,15.11,1294.21
386,1298.3,1313.04,1271.45,1284.42,448038,10727.8,577586877.6,41.59,-13.88,1289.15
387,1231.84,1254.36,1187.67,1223.36,407019,10003.6,494875894.2,66.69,-8.48,1215.85
388,1249.83,1288.99,1215.31,1267.67,433043,9997.6,527345499,73.68,17.84,1217.77
389,1239.42,1281.64,1203.83,1253.23,305075,10575.2,379186229.6,77.81,13.81,1242.93
390,1178.84,1204.99,1101.23,1150.96,587903,14103.8,649395692.4,103.76,-27.88,1104.6
391,1118.07,1167.77,1064,1112.86,418039,16349.2,469888445.2,103.77,-5.21,1124.03
392,1061.99,1100.86,1015.18,1053.26,343300,14676.6,357820756,85.68,-8.73,1042.3
393,1001,1027.1,946.69,987.42,327525,10832.6,329816185.4,80.41,-13.58,1007
394,1085.99,1128.18,1046.95,1089.94,318821,13330.4,346280627.6,81.23,3.95,1086.13
395,1011.71,1028.7,960.54,978.77,544733,15956,529762920.8,68.16,-32.94,972.52
396,861.85,889.4,823.44,846.52,504943,17234.4,431568921.2,65.96,-15.33,854.69
397,895.71,926.06,864.29,898.8,398266,15140.8,355270870.6,61.77,3.09,892.04
398,911.33,940.04,886.78,908.37,484708,15185.4,444787270.2,53.26,-2.96,917.64
399,950.9,994.99,936.73,982.35,324252,10731.2,317114692,58.26,31.45,977.99
400,1019.99,1038.12,984.38,1001.95,241151,9509,244557155.4,53.74,-18.04,1014.12
401,1009.04,1025.26,989.23,1009.41,227260,8643,229183956,36.03,0.370000000000001,1008.47
402,1040.6,1073.6,1004.93,1034.21,356356,11381.6,370359688.6,68.67,-6.39,1039.3
403,971.6,980.12,940.49,953.46,402904,14458,387751496.4,39.63,-18.14,962.39
404,912.14,918.72,882.29,890.82,282463,8177.2,252330621.8,36.43,-21.32,893.32
405,907.65,922.84,895.01,909.24,195153,5898.6,177266845.4,27.83,1.59,908.35
406,903.2,921.82,894.6,908.97,197932,5912.6,180461160,27.22,5.77,911.73
407,933.24,937.63,911.56,921.14,196285,5186.4,179997848.8,26.07,-12.1,917.02
408,873.2,880.4,858.19,869.88,166160,4553.8,144334500.4,22.21,-3.32,868.65
409,853.8,867.28,834.9,854.67,291979,6351.6,247350469,32.38,0.87,847.15
410,811.82,832.45,790.17,806.95,703836,10878.2,570941187.2,42.28,-4.87,811.18
411,838.91,855.11,820.28,836.11,761395,8129.2,636846761.2,34.83,-2.8,836.42
412,937.14,974.32,924.31,958.15,460249,12936.2,437534854.2,50.01,21.01,950.65
413,996.07,1022.63,967.52,1001.54,242839,8585.2,240461102.2,55.11,5.47,990.21
414,1073,1093.56,1038,1067.38,296767,8500.2,317023074.2,55.56,-5.62,1068.26
415,1081.4,1098.6,1053.53,1080.66,240409,6870.2,259967115.4,45.07,-0.74,1081.35
416,1106.84,1138.98,1085.04,1118.33,294461,7889.8,327750287.6,53.94,11.49,1113.05
417,1176.61,1192.42,1144.74,1165.25,2823633,6377.4,3153032187,47.68,-11.36,1116.66
418,1185.4,1231.62,1169.8,1216.31,184326,4673.4,215291912.6,61.82,30.91,1168
419,1386.21,1420.05,1318.6,1375.31,209863,6219.8,291454215.4,101.45,-10.9,1388.78
420,1406.18,1439.3,1384.65,1411.69,292073,5437.4,411537692.2,54.65,5.51,1409.02
421,1413.62,1426.22,1371.24,1395.98,111717,3532.8,155996092.6,54.98,-17.64,1396.35
422,1470.29,1533.6,1459.41,1504.39,152518,5683.6,231169711,74.19,34.1,1515.69
423,1535.85,1566.58,1511.65,1542.54,140565,4968.8,216639054.4,54.93,6.69,1541.2
424,1488.4,1508.36,1466.59,1481.85,122168,3853.6,181756869.4,41.77,-6.55,1487.76
425,1511.08,1527.04,1461.31,1487.91,113765,3769.4,168968901,65.73,-23.17,1485.25
426,1395.36,1415.78,1368.06,1392.67,68352,3333,95071017.4,47.72,-2.69,1390.9
427,1404.48,1432.57,1366.9,1406.45,314247,11177.8,437822964.2,65.67,1.97,1393.24
428,1465.77,1470.9,1433.8,1450.09,223770,3771,324939550.2,37.1,-15.68,1452.11
429,1455.4,1473.36,1424.6,1459.24,116847,4096.8,169913332.6,48.76,3.84,1454.15
430,1456.01,1479.73,1406.2,1420.72,150045,4125.6,214443235,73.53,-35.29,1429.19
431,1404.4,1415.82,1384.57,1408,158271,3056.8,222525651,31.25,3.6,1405.98
432,1452.45,1477.44,1436.55,1464.1,97848,3661.4,142470319.4,40.89,11.65,1456.04
433,1465.36,1486.77,1445.7,1466.08,78129,2927.6,114443909,41.07,0.72,1464.81
434,1452.82,1463.3,1429.45,1448.22,76104,2390.4,110436316.4,33.85,-4.6,1451.12
435,1482.2,1492.76,1463.76,1479.67,83651,3173,124077462.2,29,-2.53,1483.28
436,1518.97,1535.59,1508.58,1526.9,106392,3194.2,161669720.6,27.01,7.93,1519.57
437,1589.22,1628.01,1576.97,1610.21,128897,4700.6,206465384,51.04,20.99,1601.79
438,1652.64,1675.96,1633.66,1658.02,76683,3221,127467053.8,42.3,5.38,1662.26
439,1707.42,1719.96,1671.93,1704.17,103339,3821,176117528,48.03,-3.25,1704.27
440,1688.5,1706.04,1666.67,1681.15,49050,1841.4,82550494.6,39.37,-7.35,1682.99
441,1653.19,1675.71,1623.85,1642.8,75558,2869.4,124226623.2,51.86,-10.39,1644.12
442,1627.79,1657.32,1604.98,1640.87,73217,2787.2,120051191,52.34,13.08,1639.66
443,1713.03,1741.5,1682.91,1719.12,94134,2939,162103164.2,58.59,6.09,1722.05
444,1734.56,1762,1720.72,1746.05,101071,3061.4,176339162,41.28,11.49,1744.71
445,1762.25,1786.72,1737.62,1771.44,100756,3139,177044547.8,49.1,9.19,1757.16
446,1787.7,1808.1,1774.36,1796.47,73222,2953,131387093.4,33.74,8.77,1794.37
447,1800.36,1814.2,1771.92,1792,118597,2677.4,212953054,42.28,-8.36,1795.6
448,1695.42,1703.81,1664.75,1676.67,104312,3044.6,176069477.4,39.06,-18.75,1687.91
449,1684.73,1698.58,1667.18,1688.16,58111,2354.2,97349428.2,31.4,3.43,1675.23
450,1708.85,1722.51,1692.5,1706.9,43066,1881.4,73528088.6,30.01,-1.95,1707.33
451,1704.81,1715.95,1683.85,1699.13,126247,1833,213244791.2,32.1,-5.68,1689.11
452,1738.78,1762.13,1710.28,1741.08,164178,3787,286536438.4,51.85,2.3,1745.28
453,1633.39,1662.6,1602.91,1631.86,171076,3648.8,278188101.8,59.69,-1.53,1626.11
454,1605.99,1616.77,1575.79,1599.97,98410,3233,157468369.2,40.98,-6.02,1600.13
455,1577.33,1599.2,1564.14,1580.34,83634,2710.6,132697006.4,35.06,3.01,1586.64
456,1630.47,1661.13,1619.12,1651.52,244014,3017.2,408913763.2,42.01,21.05,1675.78
457,1697.47,1716.9,1684.29,1698.24,54805,2068.8,93322179.4,32.61,0.77,1702.8
458,1768.02,1784.98,1747.09,1773.41,75543,2564.8,133587298.8,37.89,5.39,1768.36
459,1807.86,1823.56,1787.66,1813.22,79967,2958.8,144726701.4,35.9,5.36,1809.83
460,1805.2,1822.81,1789.8,1814.34,71995,2924,130868863,33.01,9.14,1817.75
461,1916.99,1946.34,1892.54,1926.01,112267,4517.4,215508966,53.8,9.02,1919.61
462,1936.76,1946.93,1920.11,1936.17,60790,2511.8,117477251.6,26.82,-0.59,1932.51
463,1940.85,1959.7,1920.89,1942.09,61215,2448.2,118952592.6,38.81,1.24,1943.19
