Forecast
980.1250 
980.4114
980.8228
981.2342
981.6456
982.057
982.4684
982.8797
983.2911
983.7025
984.1139
984.5253
984.9367
985.3481
985.7595
986.1709
986.5823
986.9937
987.4051
987.8165
988.2278
988.6392
989.0506
989.462
989.8734
990.2848
990.6962
991.1076
991.519
991.9304
992.3418
992.7532
993.1646
993.5759
993.9873
994.3987
994.8101
995.2215
995.6329
996.0443
996.4557
996.8671
997.2785
997.6899
998.1013
998.5127
998.9241
999.3354
999.7468
1000.1582
1000.5696
1000.981
1001.3924
1001.8038
1002.2152
1002.6266
1003.038
1003.4494
1003.8608
1004.2722
1004.6835
1005.0949
1005.5063
1005.9177
1006.3291
1006.7405
1007.1519
1007.5633
1007.9747
1008.3861
1008.7975
1009.2089
1009.6203
1010.0316
1010.443
1010.8544
1011.2658
1011.6772
1012.0886
1012.5
1012.9114
1013.3228
1013.7342
1014.1456
1014.557
1014.9684
1015.3797
1015.7911
1016.2025
1016.6139
1017.0253
1017.4367
1017.8481
1018.2595
1018.6709
1019.0823
1019.4937
1019.9051
1020.3165
1020.7278
1021.1392
1021.5506
1021.962
1022.3734
1022.7848
1023.1962
1023.6076
1024.019
1024.4304
1024.8418
1025.2532
1025.6646
1026.0759
1026.4873
1026.8987
1027.3101
1027.7215
1028.1329
1028.5443
1028.9557
1029.3671
1029.7785
1030.1899
1030.6013
1031.0127
1031.4241
1031.8354
1032.2468
1032.6582
1033.0696
1033.481
1033.8924
1034.3038
1034.7152
1035.1266
1035.538
1035.9494
1036.3608
1036.7722
1037.1835
1037.5949
1038.0063
1038.4177
1038.8291
1039.2405
1039.6519
1040.0633
1040.4747
1040.8861
1041.2975
1041.7089
1042.1203
1042.5316
1042.943
1043.3544
1043.7658
1044.1772
1044.5886
1045
1045.4114
1045.8228
1046.2342
1046.6456
1047.057
1047.4684
1047.8797
1048.2911
1048.7025
1049.1139
1049.5253
1049.9367
1050.3481
1050.7595
1051.1709
1051.5823
1051.9937
1052.4051
1052.8165
1053.2278
1053.6392
1054.0506
1054.462
1054.8734
1055.2848
1055.6962
1056.1076
1056.519
1056.9304
1057.3418
1057.7532
1058.1646
1058.5759
1058.9873
1059.3987
1059.8101
1060.2215
1060.6329
1061.0443
1061.4557
1061.8671
1062.2785
1062.6899
1063.1013
1063.5127
1063.9241
1064.3354
1064.7468
1065.1582
1065.5696
1065.981
1066.3924
1066.8038
1067.2152
1067.6266
1068.038
1068.4494
1068.8608
1069.2722
1069.6835
1070.0949
1070.5063
1070.9177
1071.3291
1071.7405
1072.1519
1072.5633
1072.9747
1073.3861
1073.7975
1074.2089
1074.6203
1075.0316
1075.443
1075.8544
1076.2658
1076.6772
1077.0886
1077.5
1077.9114
1078.3228
1078.7342
1079.1456
1079.557
1079.9684
1080.3797
1080.7911
1081.2025
1081.6139
1082.0253
1082.4367
1082.8481
1083.2595
1083.6709
1084.0823
1084.4937
1084.9051
1085.3165
1085.7278
1086.1392
1086.5506
1086.962
1087.3734
1087.7848
1088.1962
1088.6076
1089.019
1089.4304
1089.8418
1090.2532
1090.6646
1091.0759
1091.4873
1091.8987
1092.3101
1092.7215
1093.1329
1093.5443
1093.9557
1094.3671
1094.7785
1095.1899
1095.6013
1096.0127
1096.4241
1096.8354
1097.2468
1097.6582
1098.0696
1098.481
1098.8924
1099.3038
1099.7152
1100.1266
1100.538
1100.9494
1101.3608
1101.7722
1102.1835
1102.5949
1103.0063
1103.4177
1103.8291
1104.2405
1104.6519
1105.0633
1105.4747
1105.8861
1106.2975
1106.7089
1107.1203
1107.5316
1107.943
1108.3544
1108.7658
1109.1772
1109.5886
1110
