Week,Open.Price,High.Price,Low.Price,Close.Price,Average.No.of.Shares,No..of.Trades,Total.Turnover..Rs..,Spread.High.Low,Spread.Close.Open,WAP
79,239.11,240.04,235.46,237.15,153800,1216,36659017,4.58,-1.96,238.36
80,232.08,233.49,227.51,230.22,110210,1243.6,25359970.6,5.98,-1.86,230.11
81,227.25,230.64,224.18,226.78,100389,1050.6,22763503.4,6.46,-0.47,226.75
82,229.78,233.68,225.22,229.61,129273,1509.4,29643073.4,8.46,-0.17,229.31
83,229.63,233.84,228.36,231.45,82871,880.8,19179954,5.48,1.82,231.44
84,229.75,231.95,228.62,230.35,55912,771.4,12889971,3.33,0.6,230.54
85,232.26,233.8,230.7,231.66,88604,879,20540277.4,3.1,-0.6,231.82
86,235.31,238.78,233.05,235.86,181066,1701.8,43022393.6,5.73,0.55,237.61
87,235.03,236.57,232.95,234.34,85057,1053.6,19981348.6,3.62,-0.69,234.92
88,234,235.33,230.67,232.28,47833,703,11152824.2,4.66,-1.72,233.16
89,228.51,231.49,226.29,230.84,61282,775.2,14102068.4,5.2,2.33,230.12
90,229.61,231.62,228.66,230.4,43468,431.4,9999702.6,2.96,0.79,230.05
91,230.6,232.63,229.3,231.06,28281,487,6528042,3.33,0.46,230.83
92,231.56,232.51,229.24,230.5,30774,429.8,7095858.4,3.27,-1.06,230.58
93,231.08,233.95,229.58,232.05,54391,774.4,12616528.8,4.37,0.97,231.96
94,233.06,236.64,229.75,233.03,181876,1961.4,43073625.8,6.89,-0.03,236.83
95,241.75,244.28,238.78,239.76,175461,1927.8,42536954.8,5.5,-1.99,242.43
96,236.03,238.87,234.61,236.15,84267,1300.8,20005297.2,4.26,0.12,237.4
97,246.22,250.34,244.33,246.18,493137,3854.2,123295626,6.01,-0.04,250.02
98,259.05,265.38,257.65,260.87,1040257,7626,271927660,7.73,1.82,261.4
99,265.67,270.75,262.66,266.64,785134,5895,211121336.8,8.09,0.97,268.9
100,277.81,282.66,274.07,277.8,1038183,7305.2,289134121,8.59,-0.01,278.5
101,283.2,289.22,278.91,281.33,2427476,14761,692505555,10.31,-1.87,285.28
102,283.6,286.37,281.5,283.53,897178,6236.6,254959535,4.87,-0.07,284.18
103,284.61,287.09,280.66,282.62,841764,6278,240174322,6.43,-1.99,285.32
104,284.96,287.96,282.31,284.79,764806,5462,218649527,5.65,-0.17,285.89
105,292.47,296.38,289.67,293.77,1063394,7933,312682978.6,6.71,1.3,294.04
106,292.1,296.04,283.93,289.75,1250547,8587.4,361512335.6,12.11,-2.35,289.08
107,287.7,291.73,284.2,288.09,1262349,8304.8,364267565.4,7.53,0.39,288.56
108,297.34,303.87,293.27,299.53,2394190,14967.4,721093518.6,10.6,2.19,301.18
109,308.87,311.42,304.41,307.32,1420829,10203.8,438101969,7.01,-1.55,308.34
110,308.78,311.78,304.45,306.96,1456354,9992,447441783.6,7.33,-1.82,307.23
111,292.17,292.69,284.08,285.97,2039125,14823.6,591635812.4,8.61,-6.2,290.14
112,275.98,278.94,273.34,275.47,901934,7472,249415227,5.6,-0.51,276.53
113,279.53,282.92,276.85,280.35,514536,4083.4,144064966.2,6.07,0.82,279.99
114,280.1,282.37,276.29,278.34,562879,4382.8,157211144,6.08,-1.76,279.3
115,276,278.74,273.04,276.82,514114,4469.6,141211465,5.7,0.82,274.67
116,286.46,290.49,282.97,286.82,453390,4550.8,129880999.6,7.52,0.36,286.47
117,287.34,292.6,283.41,287.77,417770,3845.2,120220058,9.19,0.43,287.77
118,285.68,287.89,279.29,282.8,635859,5490,178757963.8,8.6,-2.88,281.13
119,283.4,285.45,280.63,283.08,317051,3183.6,89815020,4.82,-0.32,283.28
120,288.74,293.36,286.73,291.32,587300,4971.2,172887541.6,6.63,2.58,294.38
121,313.24,320.89,311.95,317.35,1557392,10999.4,495926133.2,8.94,4.11,318.43
122,337.6,343.39,332.68,339.72,1465458,10958.6,495847127.8,10.71,2.12,338.36
123,347.29,355.73,343.51,351.5,1704834,11870.6,599574110.2,12.22,4.21,351.69
124,358.7,366.01,353.81,359.03,1433698,10488.8,517262852.6,12.2,0.33,360.79
125,355.21,356.99,347.31,350.96,1375404,9300,483023468.6,9.68,-4.25,351.19
126,359.74,364.85,351.99,359.61,2529690,15336.6,906312147.8,12.86,-0.13,358.27
127,378.58,384.22,373.85,380.6,1660646,11423.6,628665764.2,10.37,2.02,378.57
128,391.36,394.27,384.2,387.92,1208567,7765.6,471989382.2,10.07,-3.44,390.54
129,397.55,404,391.74,401.55,1750359,10573.8,701253219.6,12.26,4,400.63
130,410.93,417.15,402.33,405.73,2345623,16248,966099251.8,14.82,-5.2,411.87
131,423.5,431.6,414.9,424.7,2479636,17195.2,1043910653,16.7,1.2,420.99
132,424.03,428.52,412.86,417.91,2755910,18685.8,1158837370,15.66,-6.12,420.49
133,424.09,431.56,417.22,426.77,2838938,18858.6,1204638163,14.34,2.68,424.33
134,436.34,440.85,428.25,432.18,1931964,12211.4,839890174.4,12.6,-4.16,434.73
135,442.59,450.19,430.25,438.46,2702575,15549.2,1190041787,19.94,-4.13,440.34
136,441.68,448.27,433.43,436.09,1682889,10989.8,741699588.2,14.84,-5.59,440.73
137,439.24,448.77,435.13,443.23,1556772,10521.8,694290701,13.64,3.99,445.98
138,436.39,442.02,419.75,426.38,2053592,13415.2,879191013.2,22.27,-10.01,428.12
139,411.7,420.15,404.11,413.16,2370020,17475.2,974531336.4,16.04,1.46,411.19
140,439.2,449.19,436.62,445.91,1653236,13094.2,731759854.8,12.57,6.71,442.62
141,468.85,476.01,464.3,471.27,2031564,14114.8,953704371.6,11.71,2.42,469.44
142,488.8,497.25,480.73,490.13,2404584,15914.6,1177102309,16.52,1.33,489.52
143,492.69,501.19,479.32,488.8,3150289,20383,1544962354,21.87,-3.89,490.42
144,489.35,494.38,479.7,484.83,2285534,14287.6,1110893408,14.68,-4.52,486.05
145,483.8,490.01,474.96,480.03,2321569,15826.2,1118669401,15.05,-3.77,481.86
146,479.48,483.6,471.47,475.08,1460847,10071.8,698891681,12.13,-4.4,478.42
147,466.03,469.82,458.75,464.29,1049107,7668.6,486664968.2,11.07,-1.74,463.88
148,454.59,458.58,446.67,453.21,1054352,8086.2,478333395,11.91,-1.38,453.68
149,473.55,477.61,466.58,471.75,1230530,8526.6,582753691,11.03,-1.8,473.58
150,463.97,469.31,457.72,462.93,914284,6547.4,424658092,11.59,-1.04,464.47
151,481.05,484.52,474.22,479,1121535,8055.8,537999868.4,10.3,-2.05,479.7
152,500.15,510.92,498.56,506.99,1650483,11345,833841432,12.36,6.84,505.21
153,540.38,554.32,518.22,547.2,2051157,13332,1122240204,36.1,6.82,547.13
154,601.42,621.74,593.75,611.48,3571286,24650.4,2181530377,27.99,10.06,610.85
155,655.2,667.02,640.45,651.3,3158742,22467,2070125535,26.57,-3.9,655.36
156,624.57,641.16,598.57,616.74,3588176,27376.6,2212350455,42.59,-7.83,616.57
157,626.98,637.2,600.71,614.41,4021331,30251.4,2482549377,36.49,-12.57,617.35
158,594.72,609.47,580.49,600.98,4095228,32442.6,2427190378,28.98,6.26,592.69
159,624.54,633.76,617.47,627.46,2699663,21648.6,1688072479,16.29,2.92,625.29
160,612.9,620.46,596.17,606.41,2785920,23025.2,1689556353,24.29,-6.49,606.46
161,592.83,601.38,580.61,589.6,2582615,21756.6,1526006217,20.77,-3.23,590.88
162,617.6,626.8,610.65,620.17,3305824,26883,2043382144,16.15,2.57,618.12
163,591.16,599.66,578.83,585.26,2668030,22807,1572024079,20.83,-5.9,589.21
164,562.02,568.6,549.12,555.31,2143875,18487.8,1199203016,19.48,-6.71,559.36
165,583.4,600.31,577.66,593.2,2482379,20132.2,1463746810,22.65,9.8,589.65
166,619.34,628.08,610.73,621.28,2616939,21960.6,1622095118,17.35,1.94,619.84
167,629.21,640.12,621.28,631.24,2322119,20293.6,1463100966,18.84,2.03,630.07
168,637.93,647.09,630.64,640.58,1440425,13278.8,921134903.4,16.45,2.65,639.49
169,642.4,650.61,632.68,641.77,2007953,16451.6,1284815433,17.93,-0.63,639.86
170,639.98,648.23,628.54,640.3,1775056,14523.6,1128281860,19.69,0.32,635.63
171,617.68,625.18,582.13,597.17,3536199,30137.2,2085848304,43.05,-20.51,589.86
172,492.8,518.14,459.96,498.79,2867738,26112.2,1415822494,58.18,5.99,493.71
173,529.8,539.51,507.33,525.5,2580505,25484.8,1339061649,32.18,-4.3,518.91
174,472.99,485.35,462.46,472.56,3121963,29683,1480693224,22.89,-0.43,474.28
175,484.38,489.03,475.49,479.89,1863342,19221.6,899759399,13.54,-4.49,482.87
176,450.43,455.46,434.62,442.65,3035591,28098.4,1345112552,20.84,-7.78,443.11
177,422.7,428.38,409.58,418.28,4185744,38381,1750462360,18.8,-4.42,418.2
178,429.81,440.54,426.61,436.11,3682866,33251,1596651687,13.93,6.3,433.54
179,428.87,441.16,420.54,430.7,2788858,26062.2,1206213626,20.62,1.83,432.51
180,430.65,437.54,425.41,432.39,1639269,17397.8,707085927.4,12.13,1.74,431.34
181,446.2,454.11,441.25,448.34,1625931,15139.6,733304084.8,12.86,2.14,451.01
182,452.81,459.37,440.48,446.5,2793129,23247.6,1255949843,18.89,-6.31,449.66
183,443.25,448.58,437.23,441.72,1895236,17143.6,840670840,11.35,-1.53,443.57
184,449.46,457.19,442.97,450.44,2565546,22669.6,1155059809,14.22,0.98,450.22
185,440.2,442.79,432.13,435.37,1678246,17105.8,733191125.6,10.66,-4.83,436.88
186,426.26,432.84,423.36,428.05,1390386,13336.4,593869530.6,9.48,1.79,427.13
187,446.44,452.91,443.42,450.59,1623197,13949.6,732026782.4,9.49,4.15,450.98
188,463.93,467.52,459.78,464.27,1373474,11401,637285858.2,7.74,0.34,464
189,459.36,466.66,455.87,462.81,1307105,11648.4,605101678.8,10.79,3.45,462.93
190,482.98,488.74,470.86,482.33,1304745,11946.8,632000393.4,17.88,-0.65,484.39
191,473.74,478.33,465.47,472.03,1013127,9312,477747912.8,12.86,-1.71,471.56
192,484.38,492.33,479.65,485.83,1582059,15222.2,770054669.4,12.68,1.45,486.74
193,479.89,483.38,471.59,473.78,777742,8166.6,369717996.8,11.79,-6.11,475.37
194,464.34,467.68,453.1,457.19,900143,9843.4,412997989.6,14.58,-7.15,458.81
195,446.86,457.04,443.44,452.21,1166440,12048.6,525889746.8,13.6,5.35,450.85
196,483.28,491.36,476.67,486.46,1186564,11603.6,577389243.4,14.69,3.18,486.61
197,494.82,499.48,488.86,494.14,653564,6737.2,324027015.2,10.62,-0.68,495.78
198,513.7,520.83,508.89,515.09,1082779,10575.4,557648534.6,11.94,1.39,515.02
199,522.18,530.76,516.79,525.12,1064879,10520.6,561190436.6,13.97,2.94,527
200,573.97,589.9,567.98,579.66,2069715,18023,1200256002,21.92,5.69,579.91
201,603.9,614,592.96,600.89,1816191,15468.4,1091845011,21.04,-3.01,601.17
202,593.98,599.96,585.42,591.87,1059601,11091.4,627965265.8,14.54,-2.11,592.64
203,611.99,621.07,605.28,615.61,1075582,10819,660544046.8,15.79,3.62,614.13
204,643.81,654.13,627.41,641.79,1783507,15364.8,1136949233,26.72,-2.02,637.48
205,604.78,614.62,589.42,596.14,1811245,17488.8,1091558142,25.2,-8.64,602.66
206,584.39,596.34,576.6,585.16,1431466,14598,839488319.8,19.74,0.77,586.45
207,578.1,593.32,569.23,586.72,1368190,14211.6,808508608.2,24.09,8.62,590.93
208,643.9,655.37,636.86,645.93,1844149,19230.4,1196043707,18.51,2.03,648.56
209,648.02,654.54,640.64,646.48,1137857,11395.8,736619475.4,13.9,-1.54,647.37
210,663.24,671.24,655.18,661.67,1489531,14368.2,988515183.6,16.06,-1.57,663.64
211,674.53,685.23,669.19,678.97,2037636,19389,1378801832,16.04,4.44,676.67
212,704.97,718.08,695.75,709.31,2441883,21392,1721398530,22.33,4.34,704.95
213,727.2,738.47,719.63,730.15,1742524,18300.4,1272693345,18.84,2.95,730.37
214,730.7,736.17,722.75,729.54,1411929,11377,1029976981,13.42,-1.16,729.48
215,693.2,699.43,673.69,681.02,1945485,14485.6,1323523519,25.74,-12.18,680.31
216,661.51,670.18,648.89,659.17,1548614,13063.2,1015715420,21.29,-2.34,655.89
217,656.59,661.19,645.9,649.54,1008284,9570.8,657976151.4,15.29,-7.05,652.57
218,637.38,640.49,623.39,629.89,1061504,9895,669320032.8,17.1,-7.49,630.54
219,622.62,630.23,615.39,623.69,1241956,11931.8,772379230,14.84,1.07,621.91
220,605.98,610.27,592.13,599.36,1626180,13842,974511415.4,18.14,-6.62,599.26
221,613.57,620.6,610.07,615.96,999219,9305.6,613991602,10.53,2.39,614.47
222,621.31,626.72,616.36,622.71,708157,6911.8,441316155.8,10.36,1.4,623.19
223,643.17,654.29,637.29,648.56,1620931,14267.2,1044537249,17,5.39,644.41
224,669.81,679.03,661.96,672.11,1406213,12665.2,945738319.4,17.07,2.3,672.54
225,664.58,674.04,659.43,665.14,892209,8798,597160744.4,14.61,0.56,669.31
226,687.26,691.34,679.96,685.15,802151,7813.2,550339301,11.38,-2.11,686.08
227,681.62,685.7,671.56,675.71,821568,7095,555579334.8,14.14,-5.91,676.24
228,669.36,681.06,663.32,671.93,1124630,10718.6,757930064.6,17.74,2.57,673.94
229,672.4,693.07,668.45,686.57,1161211,11447.8,799478273.8,24.62,14.17,688.49
230,713.8,723.85,705.55,713.31,1008926,10067.2,722390320.4,18.3,-0.49,716
231,719.4,727.98,712.12,718.06,769846,7768.2,555040488.6,15.86,-1.34,720.98
232,721.8,732.69,716.5,723.79,713861,6650.4,519165742.4,16.19,1.99,727.26
233,772.51,790.89,765.92,783.71,1474690,12839.2,1150010717,24.97,11.2,779.83
234,802.2,810.65,790.42,795.86,993689,10109.4,794885192.6,20.23,-6.34,799.93
235,805.07,818.95,797.72,811.99,897887,8637.4,726296908,21.23,6.92,808.9
236,803.6,807.01,787.53,792.05,718097,7245,571399584,19.48,-11.55,795.71
237,782.12,790.16,773.27,783.99,530183,5718,413789348.4,16.89,1.87,780.47
238,813.56,825.55,808.87,819.64,626994,6075.2,513569110.6,16.68,6.08,819.1
239,869.4,886.02,863.8,880.98,1177199,11423.4,1039286702,22.22,11.58,882.85
240,908.75,919.1,894.28,907.95,1221760,12142.2,1111061780,24.82,-0.8,909.39
241,914.4,928.07,907.61,921.84,1172769,12434.2,1074023689,20.46,7.44,915.8
242,947.13,954.58,932.51,942.69,982040,10693.4,923718843.2,22.07,-4.44,940.61
243,921.33,936,904.15,918.3,1827238,20646.6,1679222887,31.85,-3.03,919
244,901.94,914.61,878.23,895.91,2220372,23125.6,1987473462,36.38,-6.03,895.11
245,871.38,880.02,844,854.9,2331481,26505.4,2006042632,36.02,-16.48,860.42
246,834.54,848.96,823.61,835.03,1290521,13958.2,1074959139,25.35,0.49,832.97
247,860.39,873.42,854.7,869.09,1716187,19414.8,1475657631,18.72,8.7,859.85
248,900.43,910.95,884.38,897.31,1731239,19339.2,1550334541,26.57,-3.12,895.51
249,912.4,922.72,903.62,913.57,1150437,13561.6,1051111105,19.1,1.17,913.66
250,908.26,918.28,890.73,898.65,1424277,17827.8,1288231731,27.55,-9.61,904.48
251,895.89,905.11,889.92,901.32,986908,12678.6,888689660.8,15.19,5.43,900.48
252,925.48,938.72,909.62,924.51,1630484,19202.6,1502088640,29.1,-0.97,921.25
253,905.22,912.42,883.77,893.95,1369304,17743,1230826568,28.65,-11.27,898.87
254,900.4,911.95,895,902.98,1124432,14392.6,1016169803,16.95,2.58,903.72
255,927.74,939.94,918.57,927.34,1364173,15105.8,1269369174,21.37,-0.4,930.5
256,917.16,927.85,902.67,915.21,1168683,13082.8,1071147089,25.18,-1.95,916.54
257,905.94,915.83,894.78,900.51,945867,9934.2,854449952.6,21.05,-5.43,903.35
258,892.02,900.44,876.17,883.64,1254074,14097.2,1109658762,24.27,-8.38,884.84
259,870.35,880.33,864.27,871.24,944960,10861.6,824142532.6,16.06,0.89,872.15
260,875.58,881.31,866.24,869.1,598989,6825.4,523059646,15.07,-6.48,873.24
261,864.8,874.15,858.31,865.57,779059,9098.4,674851371.6,15.84,0.77,866.24
262,887.4,898.84,879.17,887.87,1139356,12949,1014162847,19.67,0.47,890.12
263,902.24,914.36,889.25,902.76,1227337,14395,1109999728,25.11,0.52,904.4
264,949.91,967.53,946.06,955.44,1836784,21950.8,1755030316,21.47,5.53,955.49
265,971.69,987.43,963.1,972.31,1354674,16290.2,1320444280,24.33,0.62,974.73
266,980.32,988.22,969.63,976.57,623747,8209.2,609326343.4,18.59,-3.75,976.88
267,987.8,997.5,967.41,976.23,915676,11888,896329694.2,30.09,-11.57,978.87
268,938.8,953.58,920.29,933.24,1029477,13171.8,959134900,33.29,-5.56,931.67
269,917.47,928.89,896.73,908.1,848610,11951.4,774973646.4,32.16,-9.37,913.23
270,917.64,938.07,907.83,930.3,712159,9704,664159484,30.24,12.66,932.6
271,975.01,985.28,959.87,972.41,622650,8603.4,608346755.6,25.41,-2.6,977.03
272,957.15,973.04,919.07,941.15,718674,10655.8,678890925,53.97,-16,944.64
273,855.6,897.93,818.75,866.58,831977,13660.6,727120673.8,79.18,10.98,873.97
274,864.82,873.6,844.01,852.81,545010,10397.2,465329140.6,29.59,-12.01,853.8
275,817.75,859.3,791.64,813.64,842656,16140.6,689027401.4,67.66,-4.11,817.69
276,751.33,780.61,728.06,756.37,1124682,19261.6,853653313.6,52.55,5.04,759.02
277,756.57,795.94,739.26,753.99,1061115,19604.8,803876780.6,56.68,-2.58,757.58
278,748.6,753.18,729.97,737.91,715664,12966.8,527554937.6,23.21,-10.69,737.15
279,737.19,746.69,729.92,737.74,867085,15922.4,639251222,16.77,0.55,737.24
280,735.08,744.86,721.96,732.74,674907,11850.2,495439510,22.9,-2.34,734.09
281,721.41,728.19,703.48,713.29,618356,12335.4,442905985.2,24.71,-8.12,716.26
282,725.6,744.15,717.38,736.65,877187,15914.8,644212796.2,26.77,11.05,734.41
283,787.6,810.04,775.88,801.4,1586276,27429.4,1240169544,34.16,13.8,781.81
284,821.2,838.43,809.23,829.18,1051673,17964.8,869922095.8,29.2,7.98,827.18
285,870.1,881.99,861.32,871.61,575037,10705.2,501855902.4,20.67,1.51,872.74
286,876.51,920.06,864.63,875.2,524296,9389.4,459441954.2,55.43,-1.31,876.3
287,916.17,927.8,908.71,921.07,645408,11502.8,592075961.8,19.09,4.9,917.37
288,937.1,945.12,932.77,939.12,339181,6149,318855984,12.35,2.02,940.08
289,957.72,968.96,929.39,947.76,549787,9128.2,522067268,39.57,-9.96,949.58
290,985.7,990.26,972.53,981.29,395096,5947.2,387806477.8,17.73,-4.41,981.55
291,988.96,1005.19,979.49,994.71,646124,10016.4,645758478.2,25.7,5.75,999.43
292,1026.61,1039.25,1005.64,1029.5,443519,6344,456744925.6,33.61,2.89,1029.82
293,1029.56,1038.15,1011.94,1023.29,257910,4413,263910719.8,26.21,-6.27,1023.27
294,1039.72,1047.72,1027.41,1036.41,299184,5543.8,310398144.2,20.31,-3.31,1037.48
295,1051.81,1074.15,1040.68,1063.66,318820,5886.8,340224629,33.47,11.85,1067.14
296,1113.18,1126.98,1099.44,1114.23,395443,7429,439704844.2,27.54,1.05,1111.93
297,1123.66,1136.24,1113.09,1127.13,455468,6581.6,511620270.8,23.15,3.47,1123.28
298,1172.98,1204.02,1161.99,1191.82,898952,13661.2,1075177685,42.03,18.84,1196.03
299,1238.5,1261.71,1235.49,1253.66,384170,6823.4,480314846.2,26.22,15.16,1250.27
300,1308.89,1338.84,1302.72,1323.86,440573,8747.8,583133767.8,36.12,14.97,1323.58
301,1346.16,1356.48,1312.81,1323.53,517640,9466.2,681917894.6,43.67,-22.63,1317.36
302,1232.15,1255.88,1198.5,1232.73,650264,13098.2,798222790,57.38,0.58,1227.54
303,1234.46,1248.78,1206.34,1223.24,529328,10305.4,652390501,42.44,-11.22,1232.49
304,1252.11,1261.9,1239.77,1250.41,207117,4312.6,259336297.8,22.13,-1.7,1252.12
305,1229.4,1237.33,1196.75,1202.47,374394,6567.2,452355808.6,40.58,-26.93,1208.23
306,1202.58,1219.54,1182.6,1205.49,430313,7954.8,516479630.2,36.94,2.91,1200.24
307,1221.4,1231.93,1194.2,1204.82,446368,8501.4,535489720.8,37.73,-16.58,1199.66
308,1173.6,1203.56,1151.76,1170.74,626681,11663.8,739371511,51.8,-2.86,1179.82
309,1199.02,1211.96,1183.94,1198.31,387709,7148,464716669.8,28.02,-0.71,1198.62
310,1148.73,1164.54,1128.52,1141.93,414775,7834.4,471944865.8,36.02,-6.8,1137.83
311,1099.96,1114.52,1069.61,1087.91,383269,7582,416100818.6,44.91,-12.05,1085.66
312,1041.11,1068.68,1008.73,1026.25,651812,14963,675615126,59.95,-14.86,1036.52
313,991.26,1007.29,965.15,983.37,589205,12855.2,582512838.2,42.14,-7.89,988.64
314,936.25,957.61,916.33,938.56,561578,13229.6,525691871.8,41.28,2.31,936.1
315,989.66,1025.73,978.41,1000.79,615191,13834.6,614282009.4,47.32,11.13,998.52
316,974.08,984.87,950.23,962.11,484632,11622.6,465228726.2,34.64,-11.97,959.96
317,957.74,980.18,948.43,968.65,448728,10520.8,434056681,31.75,10.91,967.3
318,995.36,1016.24,988.65,1005.02,409306,9780,411136012,27.59,9.66,1004.47
319,1074.58,1106.66,1055.04,1091.97,831686,17768.4,904875538.4,51.62,17.39,1088
320,1127.57,1145.79,1106.27,1120.22,495111,10600.2,556101128.8,39.52,-7.35,1123.18
321,1114.92,1144.98,1095.72,1119.25,596876,13370.6,667845277.2,49.26,4.33,1118.9
322,1244.11,1284.54,1236.93,1274.14,894551,19541.2,1132084379,47.61,30.03,1265.53
323,1323.71,1337.53,1292.85,1312.1,563156,12276,739755281,44.68,-11.61,1313.59
324,1326.6,1351.34,1319.33,1336.64,570556,12563.6,766006031.6,32.01,10.04,1342.56
325,1395,1422.18,1368.03,1389.65,763220,17781.4,1065414355,54.15,-5.35,1395.95
326,1334.09,1345.9,1305.47,1319.74,548102,13650,727832037.6,40.43,-14.35,1327.91
327,1379.72,1419.74,1368.73,1403.47,702882,17479.8,989152051.2,51.01,23.75,1407.28
328,1462.46,1483.27,1445.97,1469.76,671720,15080.8,988071405.4,37.3,7.3,1470.96
329,1555.77,1614.8,1535.54,1554.72,689222,12938,1074169671,79.26,-1.05,1558.52
330,1563.12,1576.98,1541.81,1555.14,331418,7776.6,516899334.6,35.17,-7.98,1559.66
331,1588,1611.43,1565.15,1589.45,453548,9978.2,722303364.2,46.28,1.45,1592.56
332,1568,1580.01,1537.04,1556.28,466279,10534.2,718512391.2,42.97,-11.72,1540.95
333,1577.54,1628.14,1548.82,1596.1,1157764,28149.4,1841883016,79.32,18.56,1590.9
334,1675.81,1704.14,1636.92,1665.58,777262,21748.2,1292147233,67.22,-10.23,1662.43
335,1594.4,1607.68,1543.72,1563.95,693017,18750.6,1076791594,63.96,-30.45,1553.77
336,1486.56,1521.64,1438.26,1471.93,865359,24470.2,1278221159,83.38,-14.63,1477.1
337,1574.3,1600.15,1554.39,1580.22,593073,16795.6,936030669.4,45.76,5.92,1578.27
338,1609.75,1636.2,1590.54,1619.45,528819,14770.6,856083341.6,45.66,9.7,1618.86
339,1651.14,1671.96,1628.13,1644.46,409675,10947.6,678434186.2,43.83,-6.68,1656.03
340,1746.18,1791.17,1733.2,1772.84,480731,11938.2,842737747.6,57.97,26.66,1753.03
341,1882.23,1915.12,1840.41,1876.43,582415,14712,1094806584,74.71,-5.8,1879.77
342,1882.8,1925.4,1797.22,1869.08,638561,16725.6,1192960018,128.18,-13.72,1868.2
343,1921.67,1964.91,1875.76,1922.4,759545,18864.2,1463824175,89.15,0.73,1927.24
344,1750.6,1805.76,1656.34,1739.83,623696,18698.4,1093261072,149.42,-10.77,1752.87
345,1991.8,2073.93,1952.03,2023.31,931260,28064.6,1891097394,121.9,31.51,2030.69
346,2136.8,2231.73,2099,2167.95,695617,23062.6,1519617209,132.73,31.15,2184.56
347,2216.78,2280.11,2151.68,2229.49,568173,18535.2,1268810050,128.43,12.71,2233.14
348,2339.8,2368.33,2287.63,2312.87,406734,14130.8,947306319.2,80.7,-26.93,2329.06
349,2247.8,2295,2183.94,2232.63,514892,16075.4,1153396242,111.06,-15.17,2240.07
350,2310.57,2338.16,2277.9,2292.89,385364,10414.2,888492298.8,60.26,-17.68,2305.59
351,2404.8,2445.85,2386.17,2417.42,292203,8680,703703437,59.68,12.62,2408.27
352,2386.9,2421.1,2343.22,2372.68,178379,6466.4,424761439.4,77.88,-14.22,2381.23
353,2336.36,2363.92,2292.26,2327.12,219782,7459.2,510939062.4,71.66,-9.24,2324.75
354,2396,2420.82,2363.49,2391.53,181168,5555.6,434842065,57.33,-4.47,2400.21
355,2432.41,2475.38,2397.38,2426.06,307888,9017.6,756833223.2,78,-6.35,2458.14
356,2442.56,2475.72,2391.08,2430.66,383538,10912.4,935338228.4,84.64,-11.9,2438.71
357,2283.8,2367.2,2160.54,2279.52,480707,9458.2,1088017632,206.66,-4.28,2263.37
358,2291.74,2332.61,2222.73,2264.14,359471,13113.4,822828901.8,109.88,-27.6,2289
359,2214.2,2241.37,2162.7,2204.74,335080,10537.8,737035732.4,78.67,-9.46,2199.58
360,2129,2175.7,2072.32,2123.24,255101,10777.6,539827069.8,103.38,-5.76,2116.13
361,2252.96,2282.34,2191.62,2240.3,267856,9691.6,598911147.8,90.72,-12.66,2235.94
362,2129.14,2140.76,2066.13,2096.67,378495,9778,790776027.4,74.63,-32.47,2089.26
363,1948.21,1982.24,1856.91,1920.6,712738,28966.2,1380294141,125.33,-27.61,1936.61
364,1823.2,1862.01,1753.22,1798.23,565501,22434.2,1023218072,108.79,-24.97,1809.4
365,1649.2,1685.98,1608.64,1642.86,458987,18054.6,753156608.2,77.34,-6.34,1640.91
366,1681.9,1703.16,1624.22,1653.41,505878,19138,840201781.2,78.94,-28.49,1660.88
367,1634.6,1687.78,1617.32,1649.03,336628,15581,557854620,70.46,14.43,1657.18
368,1681.2,1701.6,1645.49,1673.26,321680,13377.4,539700138.2,56.11,-7.94,1677.75
369,1707.25,1734.48,1680.71,1706.97,367356,14376.2,627617365.6,53.77,-0.28,1708.47
370,1755.54,1799.67,1731.45,1775.75,423384,16954,750425930.2,68.22,20.21,1772.45
371,1772.4,1782.6,1720.9,1741.83,360120,13406.8,632177778,61.7,-30.57,1755.46
372,1677.76,1691.98,1654.45,1675.43,243014,9065.8,406836674.2,37.53,-2.33,1674.13
373,1636.01,1643.95,1594.72,1606.99,341928,13414.4,549991917.4,49.23,-29.02,1608.5
374,1501.46,1522.98,1439.84,1458.87,465927,20909.8,687956465.2,83.14,-42.59,1476.53
375,1352.52,1371.52,1314.22,1339.85,426696,18593.8,573144966.8,57.3,-12.67,1343.22
376,1310.02,1339.36,1285.72,1317.85,440703,17160.8,578120937,53.64,7.83,1311.82
377,1314.8,1338.26,1278.62,1298.3,475173,18335.4,618184248.6,59.64,-16.5,1300.97
378,1185.8,1209.4,1159.29,1180.22,456769,16777.8,544279853,50.11,-5.58,1191.59
379,1092.89,1137.7,1055.39,1100.94,574845,22700.8,629102813.4,82.31,8.05,1094.39
380,1187.22,1254.1,1176.3,1231.43,521577,21297.4,637572623,77.8,44.21,1222.39
381,1219.27,1273.18,1188.61,1238.15,604874,25570.8,750253444.4,84.57,18.88,1240.35
382,1447.7,1507.5,1404.86,1457.33,799702,32099.8,1170052150,102.64,9.63,1463.11
383,1398.8,1458.53,1364.11,1426.36,815219,33163.2,1152194649,94.42,27.56,1413.36
384,1539.4,1582.74,1499.49,1548.21,923316,35512.4,1433741105,83.25,8.81,1552.82
385,1515,1537.6,1465.13,1494.51,712474,29299.8,1070180931,72.47,-20.49,1502.06
