Week,Open.Price,High.Price,Low.Price,Close.Price,Average.No.of.Shares,No..of.Trades,Total.Turnover..Rs..,Spread.High.Low,Spread.Close.Open,WAP
386,1391.45,1410.41,1354.65,1372.45,680785,28898.6,936859161,55.76,-19,1376.15
387,1370.24,1422.92,1346.02,1396.26,863967,34673.6,1210774675,76.9,26.02,1401.41
388,1541.2,1574.03,1523.91,1554.2,834850,34880.4,1290573336,50.12,13,1545.87
389,1526.39,1565.18,1470.17,1530.76,1021078,40495,1548273016,95.01,4.37,1516.31
390,1540.8,1580.55,1503.2,1542.8,990438,42152.8,1531577900,77.35,2,1546.36
391,1459.04,1498.55,1402.94,1460.02,947763,39306.4,1378933608,95.61,0.980000000000001,1454.94
392,1411.27,1456.44,1349.67,1399.54,1095130,45836.4,1532897089,106.77,-11.73,1399.74
393,1489.16,1552.16,1427.6,1497.02,1094960,45741.2,1641104552,124.56,7.86,1498.78
394,1393.4,1437.68,1316.77,1359.14,1359043,55833,1838651069,120.91,-34.26,1352.9
395,1137.2,1189.14,1077.22,1126.15,1048482,47329,1166824297,111.92,-11.05,1112.87
396,1266.11,1309.6,1225.74,1272.2,1340908,50819.6,1699693213,83.86,6.09,1267.57
397,1206.58,1218.61,1147.38,1168.95,1281436,47630,1510400509,71.23,-37.63,1178.68
398,1132.04,1183.93,1074.22,1114.93,1510736,62272.4,1699272154,109.71,-17.11,1124.8
399,1072.3,1102.07,1036.71,1076.95,1713195,69775.6,1827714932,65.36,4.65,1066.85
400,1162,1200.6,1136.84,1172.1,1681171,66521.4,1969160682,63.76,10.1,1171.3
401,1214.8,1262.62,1185.05,1230.86,1550342,56868.2,1904058666,77.57,16.06,1228.15
402,1278.75,1306.7,1252.4,1271.33,1090748,40080.8,1399582992,54.3,-7.42,1283.14
403,1288.98,1311.98,1266.84,1298.92,977688,37232.4,1259719751,45.14,9.94,1288.47
404,1292.16,1309.2,1233.52,1259.37,1239417,38619.2,1558105183,75.68,-32.79,1257.13
405,1167.55,1188.34,1146.53,1167.33,773368,27536,900748322.4,41.81,-0.22,1164.71
406,1103.63,1116.86,1065.99,1082.73,1076845,35443.6,1165789429,50.87,-20.9,1082.6
407,1109.62,1139.45,1078.86,1109.29,1165144,38325,1290296805,60.59,-0.33,1107.41
408,1116.18,1137.06,1107.16,1124.15,620240,24291.8,696135507,29.9,7.97,1122.36
409,1156.4,1174.36,1133.31,1149.74,699682,24147.4,804240605.8,41.05,-6.66,1149.44
410,1054.5,1071.1,1040.07,1048.59,806372,30812,851243209.2,31.03,-5.91,1055.65
411,1009.54,1017.3,986.1,995.98,1051907,32189.8,1048350114,31.2,-13.56,996.62
412,936.23,953.5,909.38,927.23,1181863,38693.8,1101238639,44.12,-9,931.78
413,967.17,981.98,947.37,964.02,914900,30034.4,883002962,34.61,-3.15,965.14
414,1041.73,1081.78,1027.17,1065.46,1217876,42379.2,1289702882,54.61,23.73,1058.98
415,1100.51,1129.38,1038.65,1087.36,1299507,47019.6,1415364199,90.73,-13.15,1089.15
416,1183.89,1232,1152.17,1207.9,1214622,39378.6,1469649159,79.83,24.01,1209.96
417,1273.47,1308.9,1243.27,1271.19,1020325,35179.6,1310203953,65.63,-2.28,1284.1
418,1279.99,1322.58,1259.79,1294.77,779018,29400.4,1011959758,62.79,14.78,1299.02
419,1360.2,1380.39,1306.49,1324.03,874245,30732.8,1167509612,73.9,-36.17,1335.45
420,1317.94,1364.54,1280.8,1343.13,781252,27367,999951905.6,83.74,25.19,1279.94
421,1731.21,1786.78,1670.86,1740.1,1130537,36133.6,1970392282,115.92,8.89,1742.88
422,1792.88,1837.6,1760.08,1811.26,715086,23075.6,1291487228,77.52,18.38,1806.06
423,1883.8,1903.78,1802.17,1834.32,710363,23301.2,1301771246,101.61,-49.48,1832.54
424,1714.98,1747.12,1666.67,1699.06,635361,25069.8,1085749793,80.45,-15.92,1708.87
425,1698.2,1736.08,1660.12,1699.76,694905,27319.2,1182481079,75.96,1.56,1701.64
426,1725.94,1746.5,1697.15,1728.64,509477,20098.4,878282199.4,49.35,2.7,1723.89
427,1775.58,1805.62,1713.76,1749.28,636325,22531.6,1112768561,91.86,-26.3,1748.74
428,1608.5,1631.28,1559.46,1583,644219,23213,1028419516,71.82,-25.5,1596.38
429,1624.48,1663.92,1602.42,1643.93,506427,19360.6,829593425.2,61.5,19.45,1638.13
430,1729.6,1743.26,1691,1707.18,521860,17056.6,893978752.8,52.26,-22.42,1713.06
431,1726.36,1765.38,1695.57,1744.05,662490,25321.4,1155031044,69.81,17.69,1743.47
432,1822.13,1838.94,1744.31,1790.45,480332,18629.6,866040611.4,94.63,-31.68,1803
433,1745,1776.37,1717.52,1748.32,429134,17996.6,748850887.8,58.85,3.32,1745.03
434,1741.54,1774.65,1717.4,1748.97,387825,16145,675244110.4,57.25,7.43,1741.11
435,1760.4,1777.38,1740.07,1753.93,350383,14023.8,616614235.2,37.31,-6.47,1759.83
436,1756.98,1776.95,1737.95,1758.95,291548,10613.6,514735651.2,39,1.97,1765.53
437,1885,1926.77,1868.68,1908.61,544740,20544.6,1035366549,58.09,23.61,1900.66
438,2065.84,2122.58,2054.22,2104.08,636384,24259.8,1332567885,68.36,38.24,2093.97
439,2136.85,2185.86,2110.93,2145.38,434870,16586.6,933541769.4,74.93,8.53,2146.71
440,2164.61,2183.75,2112.84,2143.4,605510,20989.4,1303338898,70.91,-21.21,2152.46
441,2193.14,2289.06,2168.68,2258.47,999876,30380.8,2260537401,120.38,65.33,2260.82
442,2423.4,2443.83,2380.34,2398.47,517084,20981.8,1245720744,63.49,-24.93,2409.13
443,2247.59,2294.18,2186.41,2222.55,1005876,34956.6,2242177412,107.77,-25.04,2229.08
444,2170.6,2222.95,2119.42,2185.69,865301,32991.8,1873434302,103.53,15.09,2165.07
445,2339.6,2373.26,2302.61,2337.21,661245,26378.8,1548979111,70.65,-2.39,2342.52
446,2329.4,2354.21,2286.6,2323.75,577014,22798,1334960018,67.61,-5.65,2313.57
447,2290.47,2315.74,2242.36,2272.21,647185,26261.2,1464025757,73.38,-18.26,2262.14
448,2300.67,2347.5,2287.48,2321.29,640201,21409.4,1487722000,60.02,20.62,2323.84
449,2303.58,2320.49,2266.79,2282.26,544409,20026.6,1246052686,53.7,-21.32,2288.82
450,2177.2,2197.68,2142.73,2158.13,691917,26056.4,1500494519,54.95,-19.07,2168.6
451,2196.54,2218.26,2188.78,2207.94,314643,13182,694361644,29.48,11.4,2206.82
452,2276.14,2304.17,2265.51,2290.12,401980,13729,917917871.4,38.66,13.98,2283.49
453,2248.8,2257.98,2210.2,2218.54,483777,15069,1072254285,47.78,-30.26,2216.42
454,2161,2178.3,2134.91,2151.43,462455,14961,998501625.4,43.39,-9.57,2159.13
455,2049.34,2082.57,2011.3,2046.43,756223,27574.8,1535024006,71.27,-2.91,2029.86
456,1997.88,2010.77,1954.93,1968.38,737575,25307.4,1455177148,55.84,-29.5,1972.92
457,1922.48,1946.69,1899.35,1925.54,362031,14737.6,697575468.2,47.34,3.06,1926.84
458,1927.84,1940.63,1906.26,1921.79,330597,13330.8,633899345,34.37,-6.05,1917.44
459,1919.33,1952.03,1905.22,1927.25,465182,15306.2,905982870.4,46.81,7.92,1947.59
460,2023.4,2050.34,2007.31,2031.5,495633,19174.2,1017128375,43.03,8.1,2052.18
461,2042.8,2058.26,2028.19,2037.32,324055,12860,661824492.4,30.07,-5.48,2042.32
462,2028.33,2047.5,2015.84,2034.3,305566,11901.6,621276477.4,31.66,5.97,2033.2
463,2068.06,2084.38,2048.44,2069.37,296674,11328,612831056.4,35.94,1.31,2065.67
464,2111.47,2126.6,2093.88,2111.33,204078,9210.8,430770403.6,32.72,-0.14,2110.81
465,2104.02,2113.64,2073.33,2087.9,294646,10159.8,615332879.2,40.31,-16.12,2088.38
466,2065.01,2114.52,2049.22,2100.89,653459,27173.6,1394940305,65.3,35.88,2134.7
467,2222.92,2271.2,2207.71,2246.81,490811,20650.2,1104633624,63.49,23.89,2250.63
468,2274.2,2311.66,2261.83,2294.85,420448,16517.4,963104901.2,49.83,20.65,2290.66
469,2295,2328.74,2267.66,2291.81,415283,16892,953667706.4,61.08,-3.19,2296.43
470,2250.47,2288.98,2199.75,2245.7,726275,27932.6,1630723281,89.23,-4.77,2245.32
471,2217.4,2250.08,2177.64,2211.39,440904,17882.4,973748049.4,72.44,-6.01,2208.53
472,2243.8,2274.54,2221.67,2251.85,380534,15835.6,856398547.4,52.87,8.05,2250.52
473,2288.2,2326.27,2271.62,2302.64,567584,22904.2,1307992343,54.65,14.44,2304.49
474,2353.13,2366.6,2312.95,2350.58,356255,14321.8,836242129.2,53.65,-2.55,2347.31
475,2354.42,2379.09,2334.03,2364.08,291857,10633,690081064.6,45.06,9.66,2364.45
476,2311.11,2322.38,2275.79,2292.31,340197,13670.6,781189541.2,46.59,-18.8,2296.29
477,2287.6,2321.15,2279.78,2302.31,276190,10952,638231239,41.37,14.71,2310.84
478,2408.36,2434.08,2399.6,2420.05,341003,12411.6,825761735.8,34.48,11.69,2421.57
479,2442.54,2468.67,2425.18,2452.03,204526,8626.2,501510118.8,43.49,9.49,2452.06
480,2451.83,2481.79,2425.38,2456.52,387993,14923.8,951330211.4,56.41,4.69,2451.93
481,2556,2600.45,2540.72,2585.76,443950,17891.4,1143558878,59.73,29.76,2575.87
482,2621.53,2685.24,2604.83,2657.72,661603,25268.2,1786402693,80.41,36.19,2700.11
483,2818.27,2851.44,2789.48,2821.68,494076,20230.6,1398603284,61.96,3.41,2830.75
484,2813.57,2852.59,2798.28,2828.4,393275,15912.2,1113705991,54.31,14.83,2831.88
485,2810,2818.85,2761.85,2780.83,285377,13474.6,795668824.8,57,-29.17,2788.13
486,2826.8,2887.18,2812.22,2868.9,413541,18071.6,1192431315,74.96,42.1,2883.47
487,3088.62,3147.37,3053.1,3103.13,699181,31294.2,2176760707,94.27,14.51,3113.3
488,3126.92,3151.86,3102.4,3128.88,402135,16606.8,1257377766,49.46,1.96,3126.76
489,3190.56,3234.2,3167.13,3211.76,376672,15937.8,1208585275,67.07,21.2,3208.59
490,3250.82,3273.2,3222.66,3239.92,213333,9229.8,693575053.6,50.54,-10.9,3251.14
491,3268.56,3288.47,3214.55,3244.66,258222,10410.6,838329152.8,73.92,-23.9,3246.54
492,3155.93,3194.6,3120.37,3156.11,331762,15118,1047790484,74.23,0.180000000000001,3158.26
493,3200.79,3224.55,3161.98,3188.54,246817,10457,789269290.2,62.57,-12.25,3197.79
494,3269.4,3351.9,3259.5,3318.86,299571,12756,990418592.4,92.4,49.46,3306.12
495,3306.98,3317.1,3209.59,3222.66,632198,28669.4,2048011462,107.51,-84.32,3239.51
496,3076.43,3118.24,3000.11,3068.12,851636,39823.6,2612597925,118.13,-8.31,3067.74
497,2912.36,2936.26,2821.26,2874.28,826827,40519.2,2386203810,115,-38.08,2885.98
498,3033.82,3096.71,2981.59,3044.22,683093,31099.2,2077314339,115.12,10.4,3041.04
499,2809,2831.79,2733.07,2768.62,1103013,51316,3060151413,98.72,-40.38,2774.36
500,2742.14,2776.98,2699.47,2739.57,711565,36362.8,1945677304,77.51,-2.57,2734.36
501,2753.51,2771.43,2733.41,2745.58,345269,15886.6,950691213.4,38.02,-7.93,2753.48
502,2783.53,2811.5,2754.27,2773.56,414853,20243.8,1153389616,57.23,-9.97,2780.24
503,2644.07,2671.52,2587.47,2616.39,992665,50585.4,2602744823,84.05,-27.68,2621.98
504,2579.32,2608.91,2525.93,2560.09,740662,39471.2,1909066047,82.98,-19.23,2577.51
505,2585.98,2632.24,2558.15,2602.77,817823,40660.6,2133701957,74.09,16.79,2609
506,2638.89,2668.54,2589.93,2616.47,697700,27154.2,1830525983,78.61,-22.42,2623.66
507,2637.63,2671.86,2605,2638.31,582166,25727.6,1536466365,66.86,0.679999999999999,2639.22
508,2627.92,2679.45,2593.31,2650.77,568728,30411.8,1490699746,86.14,22.85,2621.11
509,2755.18,2779.37,2711.47,2735.1,515947,24728,1413919226,67.9,-20.08,2740.44
510,2620.63,2671.64,2587.58,2628.75,755063,37447.2,1981124920,84.06,8.12,2623.79
511,2658.57,2669.04,2625.44,2637.96,448111,18004.6,1186638586,43.6,-20.61,2648.09
512,2582.33,2621.97,2566.65,2599.21,421752,19379.8,1095858948,55.32,16.88,2598.35
513,2623.14,2641.3,2594.82,2618.54,308194,14416,806499402.8,46.48,-4.6,2616.86
514,2751.47,2807.08,2723.32,2770.51,427724,22051.6,1187626241,83.76,19.04,2776.62
515,2775.81,2799.24,2745.69,2776.18,380797,20338.6,1054965675,53.55,0.37,2770.41
516,2794.91,2828.24,2765.14,2786.75,287109,15108,803266459.2,63.1,-8.16,2797.78
517,2825.76,2870.62,2803.91,2849.52,333609,18878.2,945263134.2,66.71,23.76,2833.45
518,2845.58,2860.66,2757.4,2769.91,593180,28689.4,1617182642,103.26,-75.67,2726.29
519,2617.54,2649.84,2593.4,2622.89,411537,20661.4,1077693571,56.44,5.35,2618.7
520,2640.62,2666.21,2574.32,2599.52,896231,44696.4,2288598071,91.89,-41.1,2553.58
521,2327.11,2344.01,2284.38,2295.96,757339,40677,1756720581,59.63,-31.15,2319.6
522,2219.05,2248.48,2199.71,2226.58,595180,28480.6,1320389388,48.77,7.53,2218.47
523,2312.14,2340.3,2295.28,2320.73,405695,20841.4,940877772.4,45.02,8.59,2319.18
524,2267.31,2279.86,2240.99,2250.68,421224,19190.2,950909077.8,38.87,-16.63,2257.49
525,2207.34,2223.84,2158.71,2185.67,497478,23021.8,1091397027,65.13,-21.67,2193.86
526,2215.39,2262.3,2202.04,2250.32,429437,21445.8,964964783.6,60.26,34.93,2247.05
527,2406.63,2434.31,2390.27,2422.55,400551,20889,967547340,44.04,15.92,2415.54
528,2452.33,2473.37,2425.99,2445.76,327700,17177,803684722.8,47.38,-6.57,2452.5
529,2447.11,2485.16,2441.89,2470.75,279501,13379.2,689653366,43.27,23.64,2467.45
530,2493.44,2512.98,2454.05,2474.81,308688,15162.4,765698730.4,58.93,-18.63,2480.49
531,2375.37,2387.8,2332.25,2344.56,315286,15854.6,742538300.2,55.55,-30.81,2355.13
532,2221.29,2279.17,2203.54,2243.6,459668,24446.4,1027860629,75.63,22.31,2236.09
533,2240.91,2265.35,2195.99,2217.57,506760,26005.8,1125871374,69.36,-23.34,2221.71
534,2087.14,2106.77,2024.18,2047.21,651686,33272.4,1343767074,82.59,-39.93,2061.99
535,1971.24,1987.8,1924.2,1952.17,646944,34410.8,1264878680,63.6,-19.07,1955.16
536,2003.23,2028.99,1968.08,1998.54,575938,28398.8,1151983053,60.91,-4.69,2000.19
537,1882.9,1910.69,1842.02,1876.87,968177,49140.8,1817917769,68.67,-6.03,1877.67
538,1945.33,1982.69,1922.91,1960.68,691507,33797.4,1353540217,59.78,15.35,1957.38
539,1967.55,1976.78,1936.31,1955.46,523856,23757.4,1023419263,40.47,-12.09,1953.63
540,1812.72,1822.86,1755.96,1774.23,1004451,44695.2,1778565009,66.9,-38.49,1770.68
541,1841.8,1890.79,1827.33,1859.72,881450,39290,1631251662,63.46,17.92,1850.65
542,1913.74,1940.38,1886.09,1914.62,577931,23022.2,1105876160,54.29,0.879999999999999,1913.51
543,1902.62,1920.75,1867.72,1884.66,661114,31731.2,1248568413,53.03,-17.96,1888.58
544,1946.03,1974.26,1910.02,1933.55,922140,44022.6,1787281965,64.24,-12.48,1938.19
545,1785.07,1806.85,1741.25,1760.6,992920,47363.8,1765190280,65.6,-24.47,1777.78
546,1697.18,1708.35,1656.66,1678.95,750202,37083,1262554760,51.69,-18.23,1682.95
547,1743.56,1784.53,1726.49,1761.24,766621,37087.4,1338565331,58.04,17.68,1746.06
548,1876.58,1917.29,1852.28,1892.32,756975,37268,1424976032,65.01,15.74,1882.46
549,1786.58,1818.42,1736.85,1753.98,1161610,53165.4,2061860155,81.57,-32.6,1775
550,1642.98,1663.83,1600.5,1630.85,940258,42879.6,1531012634,63.33,-12.13,1628.29
551,1634.54,1652.42,1614.91,1632.76,518339,25072.6,846617202.6,37.51,-1.78,1633.33
552,1670.64,1697.17,1653.88,1679.83,511659,24298,859272965.2,43.29,9.19,1679.39
553,1684.2,1713.53,1670.57,1699.2,466980,20333.4,793979231,42.96,15,1700.24
554,1820.81,1857.54,1804.39,1836.79,496038,21771.2,907399898.8,53.15,15.98,1829.3
555,1977.6,2023.21,1959.89,2002.59,735259,34247.6,1469893828,63.32,24.99,1999.15
556,2048.81,2089.69,2010.22,2060.92,781146,33582.4,1605523341,79.47,12.11,2055.34
557,2165.61,2192.1,2146.04,2168.99,661173,27716.8,1434710781,46.06,3.38,2169.95
558,2231.62,2298.04,2211.1,2268.75,995613,47615.2,2245561459,86.94,37.13,2255.46
559,2324.74,2357.96,2242.84,2260.54,874285,42067.2,2005678266,115.12,-64.2,2294.08
560,2223.96,2262.52,2194,2237.83,691495,31841,1542566735,68.52,13.87,2230.77
561,2202.64,2244.29,2170.9,2199.75,756124,34458.6,1667160406,73.39,-2.89,2204.88
562,2317.81,2336.96,2260.1,2273.24,682517,32103.8,1564169265,76.86,-44.57,2291.77
563,2181.38,2213.08,2141.26,2172.37,695476,31700,1516385322,71.82,-9.01,2180.36
564,2099.3,2124.39,2074.22,2099.39,587580,27786.4,1236425444,50.17,0.0899999999999992,2104.27
565,2134.74,2169.95,2116.83,2149.56,432608,21483.4,928265000.8,53.12,14.82,2145.74
566,2248.61,2294.07,2214.55,2258.1,742960,34811.2,1683536674,79.52,9.49,2265.99
567,2242.93,2259.04,2196.48,2216.8,560995,25084.2,1245464230,62.56,-26.13,2220.1
568,2152.98,2166.8,2121.07,2138.67,354788,17087.8,760605540,45.73,-14.31,2143.83
569,2020.22,2048.46,1950.65,1990.3,758688,38514.4,1505490959,97.81,-29.92,1984.33
570,1848.64,1885.55,1818.65,1845.06,861816,39797.6,1596112486,66.9,-3.58,1852.03
571,1919.18,1971.58,1891.39,1938.49,1097459,51465.6,2116450837,80.19,19.31,1928.5
572,2033.49,2072.82,2015.92,2058.79,749357,34519.6,1535588367,56.9,25.3,2049.21
573,2057.22,2100.3,2036.82,2073.54,671992,30192.2,1390096196,63.48,16.32,2068.62
574,2179.32,2210.76,2151.99,2188.32,735565,34534.8,1606449518,58.77,9,2183.97
575,2159.76,2176.6,2106.42,2128.9,811974,39355.4,1735634545,70.18,-30.86,2137.55
576,2131.19,2168.14,2104.06,2135.82,750732,36057.2,1608078553,64.08,4.63,2142.01
577,2161.4,2184.41,2145.01,2168.48,511156,25763.8,1105736476,39.4,7.08,2163.21
578,2214.61,2235.61,2206.13,2218.98,367810,17130.4,817498811,29.48,4.37,2222.61
579,2202.6,2221.43,2178.31,2195.08,400842,17922.2,881783571.6,43.12,-7.52,2199.83
580,2132.67,2144.71,2101.89,2110.06,411404,18758.2,873454865.6,42.82,-22.61,2123.11
581,2029.61,2055.27,1971.09,2005.46,784783,36127,1573348929,84.18,-24.15,2004.82
582,2029.99,2048.06,2010.26,2031.76,449916,20249,914919316,37.8,1.77,2033.53
583,1952.08,1967.63,1898.69,1913.91,1092842,56292.4,2106109114,68.94,-38.17,1927.19
584,1903.52,1919.97,1890.69,1906.01,446107,21505.2,850512176.8,29.28,2.49,1906.52
585,1850.11,1865.53,1828.36,1840.71,473550,24392.6,873373986.4,37.17,-9.4,1844.31
586,1858.62,1875.03,1846.96,1858.71,372699,16592.2,693230502.6,28.07,0.0900000000000003,1860.03
587,1874.02,1886.96,1858.29,1868.08,284181,12572,530339436.4,28.67,-5.94,1866.2
588,2048.01,2124.66,2043.52,2106.27,855019,38957.4,1787028210,81.14,58.26,2090.05
589,2224.04,2255.84,2196.88,2221.38,567302,23786.6,1261805662,58.96,-2.66,2224.22
590,2302.72,2325.72,2270.79,2303.75,516178,21975.6,1188982944,54.93,1.03,2303.44
591,2258.18,2283.38,2229.32,2258.21,449385,20568.6,1012348507,54.06,0.030000000000001,2252.74
592,2249.11,2272.6,2218.8,2243.76,423300,19817.6,949837066.6,53.8,-5.35,2243.89
593,2203.34,2224.91,2163.61,2170.94,539471,25185.8,1168452224,61.3,-32.4,2165.92
594,2120.82,2145.5,2108.96,2138.43,354647,17018.2,754077630.6,36.54,17.61,2126.28
595,2191.12,2230.51,2156.44,2195.37,671786,32092.4,1476982772,74.07,4.25,2198.59
596,2123.46,2133.35,2084.68,2096.49,355620,17865.2,748176799.4,48.67,-26.97,2103.87
597,2101.86,2119.85,2085.59,2104.9,306075,14681,643808636.8,34.26,3.04,2103.43
598,2212.44,2249.72,2201.77,2237.61,402089,19557.6,897123993.8,47.95,25.17,2231.16
599,2317.28,2329.25,2284.49,2298.11,361641,16775.2,834886121.8,44.76,-19.17,2308.6
600,2336.28,2372.23,2309.73,2356.81,494389,23168.8,1158337073,62.5,20.53,2342.97
601,2356.22,2381.78,2341.99,2359.95,286997,12958.6,678158576.8,39.79,3.73,2362.95
602,2426,2453.18,2418.45,2442.72,300885,13174.2,735545197.4,34.73,16.72,2444.61
603,2505.81,2526.54,2484.07,2502.45,335791,15178,842221579.8,42.47,-3.36,2508.17
604,2477.92,2505.33,2454.12,2475.92,326657,13996.8,811182930.6,51.21,-2,2483.29
605,2479.17,2503.09,2457.54,2482.81,243775,11602.8,604662634.8,45.55,3.64,2480.41
606,2471.35,2491.97,2435.43,2445.87,459104,22323.2,1133439894,56.54,-25.48,2468.81
607,2362.37,2379.29,2323.16,2336.31,328813,16311.2,772398519,56.13,-26.06,2349.05
608,2271.04,2291.7,2235.69,2258.87,487839,24965.4,1097829817,56.01,-12.17,2250.39
609,2247.85,2260.59,2221.7,2238.27,301253,14217.6,674275833.6,38.89,-9.58,2238.24
610,2191.23,2206.66,2141.7,2161.68,470250,21800.8,1015119777,64.96,-29.55,2158.68
611,2137.57,2161.55,2123.12,2153.5,319464,15646.6,685447546,38.43,15.93,2145.62
612,2212.94,2239.74,2189.67,2220.65,437292,19551,970695217,50.07,7.71,2219.79
613,2189.49,2205.31,2134.96,2154.63,514560,24020.2,1113462204,70.35,-34.86,2163.91
614,2078.34,2103.65,2051.04,2082.66,305126,14958.4,633839820.4,52.61,4.32,2077.31
615,2079.08,2095.48,2040.85,2050.15,309797,16427.8,640664627.4,54.63,-28.93,2068.01
616,2057.4,2102.72,2042.04,2094.26,340430,18670.2,706011047,60.68,36.86,2073.88
617,2278.8,2318.58,2258.71,2296.03,333033,18587.4,761412187.8,59.87,17.23,2286.3
618,2296.05,2310.46,2249.19,2268.42,349156,19178.6,791196733.4,61.27,-27.63,2266.03
619,2246.24,2282.61,2233.37,2264.65,363755,18001.2,823680876.6,49.24,18.41,2264.38
620,2314.36,2356.86,2301.73,2334.95,301710,15436.6,708093173.8,55.13,20.59,2346.93
621,2399.41,2418.39,2329.14,2347.87,514383,26845.2,1197428066,89.25,-51.54,2327.89
622,2143.69,2160.68,2115.06,2127.34,427739,22371.2,915016524.2,45.62,-16.35,2139.19
623,2053.2,2073.61,2024.89,2044.83,437073,21653.4,895649520.2,48.72,-8.37,2049.2
624,2014.7,2040.45,1991.8,2012.55,463636,21957.8,934496089.8,48.65,-2.15,2015.58
625,2043.58,2055.76,2015.3,2039.85,451732,24269.2,918076486.8,40.46,-3.73,2032.35
626,1953.89,1960.31,1920.45,1933.68,494540,29597,961151857.4,39.86,-20.21,1943.53
627,1958.4,1982.46,1926.67,1952.22,382377,26606,742744759.6,55.79,-6.18,1942.44
628,1901.54,1914.88,1867.41,1891.21,314739,22011.8,597071285,47.47,-10.33,1897.04
629,1865.28,1873.93,1825.97,1853.89,496541,29308.6,911059362.8,47.96,-11.39,1834.81
630,1822.94,1836.69,1803.73,1820.34,379944,20114.4,689483976.4,32.96,-2.6,1814.7
631,1753.75,1761.34,1712.15,1725.16,529331,27884.4,915773758.2,49.19,-28.59,1730.06
632,1681.44,1705.24,1648.32,1675.89,384554,23367,645277135.2,56.92,-5.55,1677.99
633,1614.69,1625.47,1566.52,1590.44,761218,46994.2,1210954822,58.95,-24.25,1590.81
634,1562.71,1592.09,1523.16,1558.18,565356,32070.4,880505431.2,68.93,-4.53,1557.44
635,1512.46,1527.96,1482.08,1507.68,468195,26292.6,703267935.2,45.88,-4.78,1502.08
636,1567.4,1606.33,1533.02,1573.46,503390,31898.8,795231029.8,73.31,6.06,1579.75
637,1663.64,1690.78,1630.35,1658.9,391226,24041,650977727,60.43,-4.74,1663.94
638,1706.06,1744.3,1662.67,1705.71,631726,39319.2,1081183445,81.63,-0.35,1711.48
639,1650.8,1672.75,1628.31,1652.4,360008,22376,593844295.4,44.44,1.6,1649.53
640,1640.9,1657.53,1611.38,1633.72,407354,24735.2,665604880.4,46.15,-7.18,1633.97
641,1640.72,1661.61,1619.41,1636.79,392913,22415,644061939.6,42.2,-3.93,1639.2
642,1674.68,1707.15,1668.6,1689.51,370184,23551.2,627058038,38.55,14.83,1693.91
643,1713.42,1755.32,1686.73,1729.53,403181,25863,697121968.2,68.59,16.11,1729.05
644,1847.98,1883.18,1812.61,1840.09,418231,27328.2,769924991.2,70.57,-7.89,1840.91
645,1712.36,1743.04,1692.22,1708.99,518570,32928,887415623.8,50.82,-3.37,1711.27
646,1776.21,1800.77,1754.34,1777.28,389951,22743.4,695189958.6,46.43,1.07,1782.76
647,1777.14,1809.22,1760.94,1787.87,310637,18054,556357456.4,48.28,10.73,1791.02
648,1831.64,1853,1821.04,1834.44,259851,15501,477302967,31.96,2.8,1836.83
649,1841.18,1845.68,1803.38,1810.48,274537,16650.8,500018616.2,42.3,-30.7,1821.32
650,1741.63,1765.75,1719.63,1739.8,311120,18763.4,541776173.4,46.12,-1.83,1741.37
651,1761.38,1777.22,1751.9,1760.84,184980,10803.6,326565422.8,25.32,-0.54,1765.41
652,1750.86,1762.13,1727.4,1735.41,226027,13814.4,394672164.6,34.73,-15.45,1746.13
653,1653.76,1668.88,1629.08,1641.01,281570,20079.2,464047414.4,39.8,-12.75,1648.07
654,1633.92,1649.57,1624.91,1634.1,173370,11678,283925908,24.66,0.18,1637.69
655,1639.81,1651.73,1623.96,1635.58,188263,12173.4,307640643.8,27.77,-4.23,1634.1
656,1566.95,1575.9,1533.16,1540.52,275037,18688.4,426714859.6,42.74,-26.43,1551.48
657,1514.46,1531.22,1496.34,1516.48,211989,15007.8,320769050.2,34.88,2.02,1513.14
658,1511.8,1520.64,1489.14,1499.87,582095,21967,877284553.2,31.5,-11.93,1507.12
659,1492.6,1509.93,1484.39,1500.61,391979,11732.8,588746822.2,25.54,8.01,1501.99
660,1520.25,1540.74,1511.47,1525.66,324162,12204.6,495574049.8,29.27,5.41,1528.79
661,1613.7,1652.08,1597.85,1632.99,372986,22470.4,610823731.8,54.23,19.29,1637.66
662,1663.53,1693.62,1652.61,1671.16,261120,16230,437639415.4,41.01,7.63,1676.01
663,1708.16,1721.35,1700.01,1709.89,158712,9113.2,272483488.4,21.34,1.73,1716.84
664,1845.24,1884.05,1825.14,1864.57,377928,24250.2,702931641.6,58.91,19.33,1859.96
665,1908.87,1941.15,1888.93,1927.92,212320,15587.6,407470149.2,52.22,19.05,1919.13
666,1988.04,2017.44,1967.88,1992.44,257759,25351,514742391,49.56,4.4,1996.99
667,2055.82,2090.71,2043.77,2074.61,258716,22975.2,535538491,46.94,18.79,2069.99
668,2077.24,2093.45,2046.27,2057.33,246148,22759.6,510100333.6,47.18,-19.91,2072.33
669,2134.16,2192.5,2128.22,2171.52,365946,35699.4,800976133.4,64.28,37.36,2188.78
670,2391.31,2465.37,2359.85,2414.44,505501,49065.6,1231803641,105.52,23.13,2436.8
671,2607.05,2675.43,2533.22,2611.83,658439,56828.2,1723416554,142.21,4.78,2617.43
672,2610.44,2649.08,2570.22,2607.91,336974,35193.4,882062886.8,78.86,-2.53,2617.6
